order_id,shipment_id,sku,warehouse,date,host_ord_qty,shipped_qty,short_qty,shift,team,flow
ORD-366847,SHP-00869,SKU-020,MUM,2025-01-13,420,420,0,Shift C,Team 2,B2B2C
ORD-855356,SHP-00870,SKU-024,BLR,2024-12-12,384,384,0,Shift C,Team 1,B2C
ORD-466267,SHP-00871,SKU-016,MUM,2025-01-17,160,160,0,Shift C,Team 2,B2B2C
ORD-143767,SHP-00872,SKU-026,MUM,2024-11-09,262,262,0,Shift C,Team 3,B2B
ORD-397167,SHP-00873,SKU-020,DEL,2024-09-05,473,473,0,Shift B,Team 3,B2C
ORD-583896,SHP-00874,SKU-005,BLR,2024-11-27,286,286,0,Shift A,Team 1,B2B2C
ORD-205668,SHP-00875,SKU-017,MUM,2024-09-21,239,239,0,Shift A,Team 1,B2C
ORD-810729,SHP-00876,SKU-025,BLR,2024-11-30,61,61,0,Shift A,Team 3,B2B
ORD-559621,SHP-00877,SKU-028,MUM,2024-09-25,131,131,0,Shift C,Team 1,B2C
ORD-928980,SHP-00878,SKU-022,MUM,2024-11-21,401,401,0,Shift C,Team 2,B2B2C
ORD-669372,SHP-00879,SKU-010,MUM,2024-11-13,51,51,0,Shift B,Team 3,B2B2C
ORD-654698,SHP-00880,SKU-020,MUM,2024-12-17,164,164,0,Shift B,Team 2,B2B2C
ORD-837815,SHP-00881,SKU-024,DEL,2024-11-03,357,357,0,Shift A,Team 1,B2B2C
ORD-706392,SHP-00882,SKU-011,DEL,2024-11-01,117,117,0,Shift A,Team 3,B2B2C
ORD-713812,SHP-00883,SKU-028,BLR,2024-10-16,131,131,0,Shift B,Team 2,B2C
ORD-470085,SHP-00884,SKU-009,MUM,2024-12-08,416,416,0,Shift A,Team 2,B2C
ORD-806537,SHP-00885,SKU-013,MUM,2024-11-14,416,392,24,Shift B,Team 3,B2B2C
ORD-147684,SHP-00886,SKU-005,MUM,2024-10-14,174,174,0,Shift B,Team 1,B2C
ORD-659917,SHP-00887,SKU-009,BLR,2024-11-06,340,340,0,Shift C,Team 1,B2C
ORD-324008,SHP-00888,SKU-021,MUM,2024-11-14,206,206,0,Shift A,Team 2,B2B
ORD-741824,SHP-00889,SKU-005,DEL,2024-12-08,349,349,0,Shift A,Team 1,B2C
ORD-732921,SHP-00890,SKU-017,MUM,2024-11-28,210,210,0,Shift B,Team 2,B2B
ORD-424802,SHP-00891,SKU-009,DEL,2024-09-04,361,361,0,Shift C,Team 1,B2C
ORD-805033,SHP-00892,SKU-002,BLR,2024-10-29,254,254,0,Shift A,Team 2,B2C
ORD-862503,SHP-00893,SKU-006,BLR,2024-09-15,403,403,0,Shift C,Team 2,B2C
ORD-165594,SHP-00894,SKU-027,BLR,2024-11-11,82,82,0,Shift C,Team 2,B2B2C
ORD-837771,SHP-00895,SKU-007,BLR,2024-09-26,294,287,7,Shift C,Team 1,B2B2C
ORD-578441,SHP-00896,SKU-024,MUM,2024-09-03,276,276,0,Shift C,Team 3,B2B
ORD-911785,SHP-00897,SKU-021,MUM,2025-01-05,203,203,0,Shift C,Team 2,B2C
ORD-260817,SHP-00898,SKU-017,BLR,2024-10-17,290,290,0,Shift B,Team 1,B2B2C
ORD-991080,SHP-00899,SKU-010,MUM,2024-10-17,213,213,0,Shift B,Team 1,B2B2C
ORD-864893,SHP-00900,SKU-028,DEL,2024-10-20,130,130,0,Shift B,Team 3,B2C
ORD-938776,SHP-00901,SKU-011,BLR,2024-11-07,422,422,0,Shift A,Team 1,B2B2C
ORD-648499,SHP-00902,SKU-005,MUM,2024-09-15,283,283,0,Shift B,Team 2,B2B2C
ORD-949606,SHP-00903,SKU-007,MUM,2024-12-19,366,366,0,Shift A,Team 3,B2B
ORD-179229,SHP-00904,SKU-030,MUM,2024-09-12,411,400,11,Shift B,Team 3,B2B2C
ORD-266793,SHP-00905,SKU-024,BLR,2025-01-16,87,87,0,Shift B,Team 1,B2B
ORD-928079,SHP-00906,SKU-019,MUM,2025-01-22,329,329,0,Shift C,Team 3,B2B2C
ORD-253875,SHP-00907,SKU-012,DEL,2024-12-24,220,220,0,Shift B,Team 3,B2C
ORD-895054,SHP-00908,SKU-002,DEL,2024-12-19,475,475,0,Shift B,Team 2,B2C
ORD-386102,SHP-00909,SKU-019,DEL,2025-01-16,97,97,0,Shift B,Team 2,B2B2C
ORD-492990,SHP-00910,SKU-025,DEL,2025-02-04,400,400,0,Shift C,Team 2,B2C
ORD-180122,SHP-00911,SKU-027,BLR,2024-10-17,271,271,0,Shift A,Team 3,B2B
ORD-820930,SHP-00912,SKU-019,DEL,2024-12-19,395,395,0,Shift C,Team 3,B2B2C
ORD-324216,SHP-00913,SKU-020,BLR,2024-10-19,482,482,0,Shift B,Team 2,B2B
ORD-119178,SHP-00914,SKU-030,DEL,2024-11-17,161,161,0,Shift C,Team 2,B2B
ORD-679460,SHP-00915,SKU-027,MUM,2024-09-13,113,113,0,Shift C,Team 3,B2B2C
ORD-721923,SHP-00916,SKU-007,DEL,2025-02-02,157,157,0,Shift A,Team 2,B2B2C
ORD-415525,SHP-00917,SKU-010,MUM,2024-12-07,478,478,0,Shift A,Team 3,B2C
ORD-184170,SHP-00918,SKU-011,BLR,2024-09-05,73,73,0,Shift B,Team 2,B2B2C
ORD-129256,SHP-00919,SKU-020,BLR,2024-09-16,262,262,0,Shift A,Team 2,B2B2C
ORD-307960,SHP-00920,SKU-007,BLR,2024-09-29,206,206,0,Shift A,Team 2,B2C
ORD-216698,SHP-00921,SKU-025,MUM,2024-09-09,356,352,4,Shift A,Team 2,B2B
ORD-508071,SHP-00922,SKU-018,MUM,2024-12-31,275,275,0,Shift A,Team 1,B2B
ORD-915488,SHP-00923,SKU-016,MUM,2025-02-16,433,433,0,Shift B,Team 2,B2C
ORD-148454,SHP-00924,SKU-020,DEL,2024-09-25,103,103,0,Shift C,Team 3,B2B
ORD-556644,SHP-00925,SKU-022,BLR,2025-01-26,124,116,8,Shift A,Team 3,B2B
ORD-495540,SHP-00926,SKU-026,DEL,2024-09-04,171,171,0,Shift A,Team 3,B2B2C
ORD-606653,SHP-00927,SKU-009,BLR,2024-12-25,385,385,0,Shift B,Team 3,B2C
ORD-168870,SHP-00928,SKU-025,MUM,2025-02-17,315,315,0,Shift C,Team 2,B2B
ORD-254436,SHP-00929,SKU-015,DEL,2024-09-29,273,257,16,Shift A,Team 2,B2B2C
ORD-641217,SHP-00930,SKU-024,BLR,2024-10-27,231,231,0,Shift B,Team 3,B2B
ORD-207980,SHP-00931,SKU-021,BLR,2024-10-29,374,374,0,Shift C,Team 2,B2B2C
ORD-337175,SHP-00932,SKU-014,DEL,2024-12-12,293,293,0,Shift C,Team 1,B2C
ORD-786126,SHP-00933,SKU-027,BLR,2025-02-04,132,132,0,Shift B,Team 2,B2C
ORD-589966,SHP-00934,SKU-009,MUM,2024-11-03,121,121,0,Shift B,Team 1,B2B2C
ORD-520770,SHP-00935,SKU-020,DEL,2024-09-03,291,291,0,Shift A,Team 2,B2B2C
ORD-889296,SHP-00936,SKU-021,DEL,2024-09-11,288,288,0,Shift A,Team 3,B2B2C
ORD-922741,SHP-00937,SKU-014,DEL,2024-12-02,265,265,0,Shift B,Team 3,B2B
ORD-844127,SHP-00938,SKU-012,MUM,2024-12-17,92,86,6,Shift B,Team 3,B2B
ORD-237036,SHP-00939,SKU-030,MUM,2025-01-03,391,391,0,Shift B,Team 3,B2B
ORD-725143,SHP-00940,SKU-029,BLR,2024-11-01,359,359,0,Shift B,Team 3,B2B
ORD-172510,SHP-00941,SKU-030,MUM,2024-09-10,63,63,0,Shift C,Team 2,B2B2C
ORD-296952,SHP-00942,SKU-008,DEL,2024-12-01,191,191,0,Shift B,Team 3,B2B
ORD-587112,SHP-00943,SKU-006,DEL,2025-01-19,482,482,0,Shift A,Team 2,B2C
ORD-448246,SHP-00944,SKU-013,DEL,2024-09-26,210,210,0,Shift A,Team 1,B2B2C
ORD-517305,SHP-00945,SKU-019,MUM,2024-12-02,208,208,0,Shift C,Team 1,B2C
ORD-934551,SHP-00946,SKU-030,MUM,2024-10-21,498,472,26,Shift A,Team 1,B2B
ORD-699142,SHP-00947,SKU-027,DEL,2024-11-15,70,70,0,Shift C,Team 1,B2B2C
ORD-577621,SHP-00948,SKU-001,DEL,2024-12-22,201,201,0,Shift B,Team 2,B2B2C
ORD-983993,SHP-00949,SKU-029,BLR,2024-12-15,248,248,0,Shift C,Team 1,B2B
ORD-485935,SHP-00950,SKU-011,MUM,2025-01-17,490,490,0,Shift C,Team 1,B2B2C
ORD-301456,SHP-00951,SKU-023,BLR,2024-11-20,380,380,0,Shift C,Team 3,B2B2C
ORD-528084,SHP-00952,SKU-006,MUM,2025-01-06,61,61,0,Shift B,Team 2,B2B
ORD-442120,SHP-00953,SKU-023,DEL,2024-09-17,356,356,0,Shift A,Team 2,B2C
ORD-366045,SHP-00954,SKU-005,BLR,2024-10-30,442,442,0,Shift B,Team 3,B2B
ORD-840313,SHP-00955,SKU-024,BLR,2024-10-01,149,149,0,Shift B,Team 1,B2B
ORD-870079,SHP-00956,SKU-022,MUM,2024-09-23,248,248,0,Shift A,Team 2,B2B
ORD-902325,SHP-00957,SKU-008,MUM,2024-12-20,229,229,0,Shift A,Team 1,B2B2C
ORD-190996,SHP-00958,SKU-006,DEL,2025-01-21,50,50,0,Shift C,Team 2,B2C
ORD-765621,SHP-00959,SKU-012,BLR,2024-09-18,99,99,0,Shift C,Team 3,B2C
ORD-112514,SHP-00960,SKU-020,BLR,2024-10-09,69,69,0,Shift A,Team 2,B2B2C
ORD-616719,SHP-00961,SKU-020,DEL,2025-01-30,222,222,0,Shift B,Team 1,B2C
ORD-301584,SHP-00962,SKU-027,DEL,2024-11-26,301,301,0,Shift A,Team 2,B2C
ORD-159751,SHP-00963,SKU-023,BLR,2025-01-12,322,322,0,Shift C,Team 2,B2B
ORD-832584,SHP-00964,SKU-001,DEL,2024-12-13,301,301,0,Shift B,Team 1,B2C
ORD-511209,SHP-00965,SKU-006,MUM,2024-09-11,378,378,0,Shift B,Team 3,B2B
ORD-761857,SHP-00966,SKU-006,MUM,2024-12-21,310,310,0,Shift C,Team 3,B2C
ORD-569990,SHP-00967,SKU-013,DEL,2024-10-23,155,155,0,Shift B,Team 3,B2C
ORD-684426,SHP-00968,SKU-002,MUM,2024-10-29,129,129,0,Shift B,Team 2,B2C
ORD-799642,SHP-00969,SKU-014,BLR,2025-02-15,243,243,0,Shift B,Team 1,B2B
ORD-335343,SHP-00970,SKU-021,MUM,2024-10-03,108,108,0,Shift B,Team 2,B2B2C
ORD-715642,SHP-00971,SKU-004,BLR,2024-11-12,252,252,0,Shift C,Team 2,B2B2C
ORD-982937,SHP-00972,SKU-027,BLR,2025-01-01,248,248,0,Shift A,Team 1,B2B2C
ORD-897236,SHP-00973,SKU-024,BLR,2025-01-31,212,212,0,Shift A,Team 1,B2B
ORD-377030,SHP-00974,SKU-013,DEL,2024-10-22,128,128,0,Shift C,Team 2,B2B2C
ORD-860526,SHP-00975,SKU-005,BLR,2024-12-22,330,330,0,Shift B,Team 2,B2C
ORD-376852,SHP-00976,SKU-001,BLR,2024-12-04,245,245,0,Shift B,Team 1,B2B
ORD-394551,SHP-00977,SKU-010,BLR,2025-01-18,401,401,0,Shift C,Team 1,B2B2C
ORD-560103,SHP-00978,SKU-008,BLR,2024-10-10,123,123,0,Shift C,Team 1,B2B
ORD-461169,SHP-00979,SKU-013,DEL,2024-10-07,114,114,0,Shift B,Team 1,B2C
ORD-270076,SHP-00980,SKU-013,MUM,2024-12-28,118,118,0,Shift B,Team 1,B2C
ORD-989936,SHP-00981,SKU-007,BLR,2024-12-28,251,251,0,Shift C,Team 2,B2B2C
ORD-413415,SHP-00982,SKU-006,BLR,2024-10-22,387,387,0,Shift B,Team 2,B2B
ORD-153713,SHP-00983,SKU-026,MUM,2024-11-09,460,460,0,Shift B,Team 3,B2C
ORD-571413,SHP-00984,SKU-002,MUM,2025-02-04,396,396,0,Shift B,Team 2,B2B2C
ORD-538648,SHP-00985,SKU-012,MUM,2024-12-01,369,369,0,Shift B,Team 2,B2B
ORD-928635,SHP-00986,SKU-014,MUM,2024-10-11,110,110,0,Shift B,Team 1,B2B
ORD-704624,SHP-00987,SKU-013,MUM,2025-02-17,292,292,0,Shift A,Team 2,B2B2C
ORD-813346,SHP-00988,SKU-016,MUM,2024-10-17,393,393,0,Shift A,Team 1,B2B2C
ORD-632121,SHP-00989,SKU-010,BLR,2024-10-09,414,414,0,Shift B,Team 3,B2C
ORD-465821,SHP-00990,SKU-017,BLR,2024-10-14,193,193,0,Shift C,Team 2,B2B
ORD-497364,SHP-00991,SKU-022,BLR,2024-11-07,91,91,0,Shift C,Team 3,B2B2C
ORD-781526,SHP-00992,SKU-009,MUM,2024-12-07,406,406,0,Shift C,Team 2,B2B
ORD-238639,SHP-00993,SKU-030,BLR,2024-11-28,280,280,0,Shift B,Team 3,B2C
ORD-904813,SHP-00994,SKU-019,DEL,2024-09-20,460,460,0,Shift B,Team 2,B2C
ORD-492781,SHP-00995,SKU-011,MUM,2024-10-10,452,452,0,Shift B,Team 1,B2B2C
ORD-692446,SHP-00996,SKU-008,DEL,2024-09-24,157,157,0,Shift B,Team 1,B2C
ORD-591190,SHP-00997,SKU-006,DEL,2024-10-18,309,309,0,Shift C,Team 1,B2B2C
ORD-565608,SHP-00998,SKU-008,DEL,2024-10-19,133,133,0,Shift A,Team 3,B2B
ORD-559071,SHP-00999,SKU-010,DEL,2024-11-28,436,436,0,Shift A,Team 2,B2B
ORD-726077,SHP-01000,SKU-019,MUM,2024-09-04,444,444,0,Shift B,Team 1,B2B
ORD-134059,SHP-01001,SKU-011,BLR,2024-12-01,329,329,0,Shift B,Team 3,B2B2C
ORD-401381,SHP-01002,SKU-005,MUM,2024-12-13,122,122,0,Shift A,Team 1,B2B
ORD-914026,SHP-01003,SKU-019,BLR,2024-12-03,144,144,0,Shift A,Team 1,B2B
ORD-718016,SHP-01004,SKU-008,MUM,2024-11-17,147,147,0,Shift A,Team 2,B2C
ORD-925751,SHP-01005,SKU-017,BLR,2024-09-28,303,303,0,Shift B,Team 3,B2B
ORD-496200,SHP-01006,SKU-010,MUM,2025-02-04,224,224,0,Shift C,Team 2,B2B2C
ORD-102418,SHP-01007,SKU-021,DEL,2024-12-16,293,293,0,Shift B,Team 3,B2C
ORD-299994,SHP-01008,SKU-027,DEL,2024-10-29,469,469,0,Shift B,Team 2,B2B2C
ORD-438814,SHP-01009,SKU-003,DEL,2024-09-21,280,280,0,Shift A,Team 3,B2C
ORD-630420,SHP-01010,SKU-027,DEL,2024-10-28,367,367,0,Shift B,Team 1,B2C
ORD-150919,SHP-01011,SKU-017,BLR,2025-01-31,459,459,0,Shift A,Team 2,B2C
ORD-968250,SHP-01012,SKU-021,MUM,2024-10-07,440,440,0,Shift C,Team 2,B2C
ORD-917755,SHP-01013,SKU-010,BLR,2024-09-28,133,133,0,Shift B,Team 1,B2B
ORD-706766,SHP-01014,SKU-001,MUM,2024-11-20,371,371,0,Shift C,Team 3,B2B
ORD-479699,SHP-01015,SKU-023,BLR,2025-01-23,117,117,0,Shift B,Team 2,B2B
ORD-106775,SHP-01016,SKU-011,BLR,2024-12-02,434,434,0,Shift B,Team 1,B2C
ORD-417386,SHP-01017,SKU-008,BLR,2024-09-23,172,172,0,Shift A,Team 2,B2C
ORD-602971,SHP-01018,SKU-017,MUM,2024-10-27,213,213,0,Shift C,Team 2,B2B2C
ORD-568325,SHP-01019,SKU-001,DEL,2024-09-18,228,228,0,Shift C,Team 2,B2B
ORD-144085,SHP-01020,SKU-010,DEL,2024-09-02,186,186,0,Shift A,Team 3,B2B2C
ORD-228286,SHP-01021,SKU-021,MUM,2024-11-06,393,387,6,Shift A,Team 1,B2C
ORD-197549,SHP-01022,SKU-023,BLR,2025-01-24,395,395,0,Shift C,Team 3,B2C
ORD-534850,SHP-01023,SKU-011,DEL,2024-10-26,155,155,0,Shift A,Team 3,B2B2C
ORD-666173,SHP-01024,SKU-022,DEL,2025-01-22,488,488,0,Shift B,Team 3,B2B2C
ORD-267226,SHP-01025,SKU-002,DEL,2024-09-01,238,238,0,Shift C,Team 2,B2B
ORD-833654,SHP-01026,SKU-009,MUM,2024-09-09,283,283,0,Shift A,Team 2,B2B
ORD-694945,SHP-01027,SKU-019,BLR,2024-10-15,405,405,0,Shift B,Team 2,B2B
ORD-218594,SHP-01028,SKU-027,DEL,2024-12-06,288,288,0,Shift B,Team 3,B2B2C
ORD-415010,SHP-01029,SKU-008,MUM,2024-10-22,403,403,0,Shift A,Team 2,B2B
ORD-897171,SHP-01030,SKU-012,BLR,2024-09-13,283,283,0,Shift A,Team 3,B2B2C
ORD-593887,SHP-01031,SKU-012,BLR,2025-02-11,442,442,0,Shift A,Team 1,B2C
ORD-143334,SHP-01032,SKU-012,MUM,2024-11-04,380,380,0,Shift A,Team 3,B2C
ORD-818038,SHP-01033,SKU-005,BLR,2024-11-27,467,467,0,Shift A,Team 1,B2B
ORD-266944,SHP-01034,SKU-030,BLR,2025-01-12,331,331,0,Shift C,Team 3,B2B2C
ORD-186265,SHP-01035,SKU-012,DEL,2025-01-19,433,433,0,Shift C,Team 2,B2C
ORD-384783,SHP-01036,SKU-030,BLR,2025-01-08,86,86,0,Shift A,Team 2,B2C
ORD-749607,SHP-01037,SKU-003,DEL,2024-09-05,84,84,0,Shift A,Team 3,B2B2C
ORD-382130,SHP-01038,SKU-014,BLR,2024-11-27,367,367,0,Shift B,Team 2,B2B
ORD-435059,SHP-01039,SKU-018,DEL,2024-11-29,444,444,0,Shift C,Team 3,B2B
ORD-472781,SHP-01040,SKU-009,MUM,2024-09-10,328,328,0,Shift A,Team 2,B2B2C
ORD-569045,SHP-01041,SKU-014,BLR,2024-11-22,98,98,0,Shift B,Team 2,B2B
ORD-340975,SHP-01042,SKU-009,DEL,2025-01-23,349,349,0,Shift C,Team 2,B2B
ORD-904260,SHP-01043,SKU-016,DEL,2024-11-24,298,298,0,Shift B,Team 2,B2B2C
ORD-944113,SHP-01044,SKU-023,DEL,2025-01-05,109,109,0,Shift A,Team 1,B2B
ORD-490555,SHP-01045,SKU-002,BLR,2025-01-13,192,192,0,Shift C,Team 2,B2B
ORD-822253,SHP-01046,SKU-030,BLR,2024-12-12,498,498,0,Shift C,Team 1,B2C
ORD-775559,SHP-01047,SKU-014,BLR,2025-01-21,109,109,0,Shift A,Team 2,B2B
ORD-372226,SHP-01048,SKU-022,DEL,2025-01-09,186,186,0,Shift B,Team 2,B2B2C
ORD-241119,SHP-01049,SKU-018,DEL,2025-01-01,489,489,0,Shift B,Team 2,B2B
ORD-795897,SHP-01050,SKU-025,DEL,2024-09-19,261,261,0,Shift C,Team 2,B2B2C
ORD-751124,SHP-01051,SKU-020,MUM,2024-12-11,478,478,0,Shift C,Team 2,B2B
ORD-146435,SHP-01052,SKU-003,MUM,2025-02-01,271,271,0,Shift C,Team 1,B2B2C
ORD-738901,SHP-01053,SKU-027,BLR,2024-11-11,324,324,0,Shift B,Team 3,B2B
ORD-235399,SHP-01054,SKU-005,BLR,2025-02-02,290,290,0,Shift B,Team 1,B2B2C
ORD-224946,SHP-01055,SKU-008,MUM,2024-11-13,339,339,0,Shift C,Team 1,B2B2C
ORD-469970,SHP-01056,SKU-020,MUM,2024-12-18,452,452,0,Shift A,Team 1,B2B
ORD-692552,SHP-01057,SKU-029,BLR,2024-10-23,199,199,0,Shift B,Team 1,B2C
ORD-992334,SHP-01058,SKU-018,MUM,2025-01-02,224,224,0,Shift A,Team 2,B2B2C
ORD-269371,SHP-01059,SKU-018,MUM,2024-10-19,348,348,0,Shift C,Team 1,B2C
ORD-762315,SHP-01060,SKU-004,BLR,2024-09-28,121,121,0,Shift B,Team 2,B2B
ORD-983234,SHP-01061,SKU-029,BLR,2024-10-03,388,388,0,Shift A,Team 3,B2B2C
ORD-396141,SHP-01062,SKU-030,DEL,2025-02-06,332,332,0,Shift C,Team 1,B2B
ORD-589313,SHP-01063,SKU-009,DEL,2025-01-17,464,464,0,Shift B,Team 2,B2C
ORD-216076,SHP-01064,SKU-014,DEL,2024-09-28,346,346,0,Shift B,Team 1,B2C
ORD-590465,SHP-01065,SKU-018,MUM,2024-10-09,441,441,0,Shift A,Team 3,B2C
ORD-236614,SHP-01066,SKU-020,MUM,2025-01-08,155,155,0,Shift B,Team 3,B2B
ORD-671907,SHP-01067,SKU-013,MUM,2024-11-20,357,357,0,Shift A,Team 3,B2B
ORD-784861,SHP-01068,SKU-016,BLR,2025-01-25,273,273,0,Shift C,Team 2,B2B2C
ORD-896629,SHP-01069,SKU-026,MUM,2024-10-11,150,150,0,Shift C,Team 2,B2B2C
ORD-603333,SHP-01070,SKU-030,DEL,2025-01-20,180,180,0,Shift A,Team 2,B2C
ORD-420567,SHP-01071,SKU-026,MUM,2025-01-12,451,451,0,Shift A,Team 3,B2C
ORD-752881,SHP-01072,SKU-025,DEL,2024-10-21,101,101,0,Shift B,Team 3,B2C
ORD-494675,SHP-01073,SKU-025,MUM,2025-01-15,189,189,0,Shift B,Team 2,B2B
ORD-525827,SHP-01074,SKU-012,DEL,2024-10-04,343,343,0,Shift C,Team 2,B2B
ORD-809203,SHP-01075,SKU-022,DEL,2024-09-18,436,436,0,Shift C,Team 1,B2B
ORD-699108,SHP-01076,SKU-025,BLR,2025-01-26,178,178,0,Shift A,Team 1,B2C
ORD-778716,SHP-01077,SKU-010,DEL,2024-12-04,241,241,0,Shift A,Team 3,B2C
ORD-593774,SHP-01078,SKU-008,DEL,2024-10-06,122,122,0,Shift C,Team 2,B2B
ORD-856018,SHP-01079,SKU-021,MUM,2024-12-28,101,101,0,Shift A,Team 3,B2C
ORD-169012,SHP-01080,SKU-016,MUM,2024-11-15,70,70,0,Shift B,Team 3,B2C
ORD-601095,SHP-01081,SKU-007,BLR,2024-09-26,372,372,0,Shift B,Team 1,B2C
ORD-525215,SHP-01082,SKU-004,BLR,2024-12-04,274,274,0,Shift B,Team 3,B2B2C
ORD-232006,SHP-01083,SKU-024,BLR,2024-09-18,419,419,0,Shift B,Team 2,B2B2C
ORD-134658,SHP-01084,SKU-019,DEL,2024-11-17,149,149,0,Shift A,Team 2,B2B2C
ORD-724356,SHP-01085,SKU-015,DEL,2024-10-12,134,134,0,Shift A,Team 3,B2C
ORD-760109,SHP-01086,SKU-029,BLR,2024-11-06,466,466,0,Shift A,Team 1,B2B2C
ORD-589434,SHP-01087,SKU-014,BLR,2024-11-11,297,297,0,Shift A,Team 1,B2B2C
ORD-582465,SHP-01088,SKU-008,DEL,2024-11-05,482,482,0,Shift A,Team 1,B2C
ORD-169031,SHP-01089,SKU-008,BLR,2024-12-02,133,133,0,Shift B,Team 2,B2C
ORD-926235,SHP-01090,SKU-012,MUM,2024-10-10,110,110,0,Shift A,Team 1,B2B2C
ORD-378811,SHP-01091,SKU-019,MUM,2024-11-13,242,242,0,Shift A,Team 3,B2B
ORD-445987,SHP-01092,SKU-006,MUM,2025-02-13,66,66,0,Shift C,Team 3,B2B2C
ORD-940042,SHP-01093,SKU-002,MUM,2024-09-11,364,364,0,Shift B,Team 1,B2B
ORD-768332,SHP-01094,SKU-027,DEL,2024-11-14,363,363,0,Shift A,Team 3,B2C
ORD-817636,SHP-01095,SKU-022,BLR,2025-01-06,133,133,0,Shift B,Team 3,B2C
ORD-935977,SHP-01096,SKU-011,BLR,2024-10-31,157,157,0,Shift A,Team 2,B2B
ORD-120844,SHP-01097,SKU-011,DEL,2024-12-24,346,346,0,Shift A,Team 1,B2C
ORD-271469,SHP-01098,SKU-016,BLR,2024-11-17,385,385,0,Shift C,Team 2,B2C
ORD-347755,SHP-01099,SKU-015,MUM,2025-01-06,118,118,0,Shift B,Team 2,B2B
ORD-312643,SHP-01100,SKU-029,BLR,2024-10-13,221,221,0,Shift A,Team 3,B2B2C
ORD-139778,SHP-01101,SKU-012,DEL,2024-09-10,222,222,0,Shift C,Team 3,B2B
ORD-983348,SHP-01102,SKU-019,BLR,2025-01-14,363,363,0,Shift B,Team 2,B2B
ORD-776248,SHP-01103,SKU-016,MUM,2024-09-12,474,474,0,Shift B,Team 2,B2B
ORD-612638,SHP-01104,SKU-002,BLR,2024-11-07,468,468,0,Shift A,Team 3,B2B2C
ORD-372428,SHP-01105,SKU-009,DEL,2024-11-01,324,324,0,Shift C,Team 1,B2B2C
ORD-284587,SHP-01106,SKU-018,BLR,2025-02-17,388,388,0,Shift C,Team 1,B2B
ORD-616643,SHP-01107,SKU-016,MUM,2025-02-15,60,60,0,Shift C,Team 1,B2B2C
ORD-164136,SHP-01108,SKU-025,MUM,2024-10-23,197,197,0,Shift C,Team 2,B2C
ORD-698636,SHP-01109,SKU-025,DEL,2024-09-17,281,272,9,Shift A,Team 3,B2B
ORD-342428,SHP-01110,SKU-013,BLR,2024-12-01,462,462,0,Shift C,Team 3,B2C
ORD-390640,SHP-01111,SKU-030,DEL,2024-10-08,437,437,0,Shift B,Team 1,B2B2C
ORD-718622,SHP-01112,SKU-025,BLR,2024-10-13,350,350,0,Shift A,Team 3,B2C
ORD-591582,SHP-01113,SKU-007,MUM,2024-12-09,51,51,0,Shift C,Team 3,B2B
ORD-307752,SHP-01114,SKU-017,DEL,2024-09-22,337,337,0,Shift A,Team 3,B2B
ORD-358236,SHP-01115,SKU-014,MUM,2024-09-09,200,200,0,Shift A,Team 2,B2B
ORD-360625,SHP-01116,SKU-003,MUM,2024-11-11,321,321,0,Shift C,Team 3,B2B
ORD-341175,SHP-01117,SKU-004,MUM,2024-10-06,185,185,0,Shift B,Team 2,B2B
ORD-259936,SHP-01118,SKU-025,DEL,2024-11-10,327,327,0,Shift B,Team 2,B2C
ORD-697747,SHP-01119,SKU-003,MUM,2024-09-26,386,386,0,Shift C,Team 2,B2B
ORD-580914,SHP-01120,SKU-018,DEL,2024-09-11,104,104,0,Shift A,Team 1,B2B
ORD-146999,SHP-01121,SKU-006,DEL,2024-09-27,427,427,0,Shift B,Team 1,B2C
ORD-360611,SHP-01122,SKU-014,BLR,2024-10-19,158,158,0,Shift A,Team 2,B2B
ORD-611153,SHP-01123,SKU-009,BLR,2024-11-13,381,381,0,Shift C,Team 1,B2C
ORD-660276,SHP-01124,SKU-022,BLR,2024-10-18,177,171,6,Shift B,Team 1,B2B2C
ORD-764849,SHP-01125,SKU-023,MUM,2024-11-10,57,54,3,Shift C,Team 1,B2C
ORD-779089,SHP-01126,SKU-009,DEL,2024-12-15,277,277,0,Shift C,Team 3,B2C
ORD-420390,SHP-01127,SKU-002,BLR,2025-01-04,450,424,26,Shift A,Team 1,B2B2C
ORD-489373,SHP-01128,SKU-016,MUM,2024-11-11,452,452,0,Shift B,Team 1,B2B
ORD-635499,SHP-01129,SKU-025,DEL,2024-12-09,170,170,0,Shift A,Team 2,B2B2C
ORD-195559,SHP-01130,SKU-022,MUM,2024-11-05,314,314,0,Shift A,Team 3,B2C
ORD-466263,SHP-01131,SKU-030,DEL,2024-11-02,321,321,0,Shift C,Team 3,B2B
ORD-425121,SHP-01132,SKU-006,BLR,2025-01-24,105,105,0,Shift C,Team 2,B2B
ORD-593298,SHP-01133,SKU-008,DEL,2025-01-23,216,216,0,Shift A,Team 2,B2B2C
ORD-893195,SHP-01134,SKU-029,DEL,2024-09-05,120,120,0,Shift B,Team 2,B2C
ORD-553239,SHP-01135,SKU-002,DEL,2024-12-22,181,174,7,Shift A,Team 1,B2B2C
ORD-237846,SHP-01136,SKU-009,DEL,2024-10-31,455,455,0,Shift B,Team 2,B2B
ORD-921909,SHP-01137,SKU-008,DEL,2024-10-26,344,344,0,Shift B,Team 1,B2B2C
ORD-986440,SHP-01138,SKU-009,BLR,2024-09-25,148,148,0,Shift A,Team 3,B2B2C
