Shipment ID,Load ID,Date,Month,Year,Carrier Name,Mode of Transport,Product Type,Origin Country,Origin Region,Origin State,Origin City,Origin Zipcode,Origin Area,Destination Country,Destination Region,Destination State,Destination City,Destination Zipcode,Destination Area,Distance_km,Total_Weight_in_Shipment_kg,Transit Time (Days),Operational Status,Shipment Cost (USD),Shipment Planned,Equipment,Equipment Weight Capacity (KG),Equipment_VolumeCapacity_m3,Total Volume in Shipment_m3,Tendered Status,Estimated Delivery Date,Actual_Delivery_Date,Delays,On-Time / Delayed / In-Transit,Shipment Order Type
SHP-00300,LD-00300,2025-01-08,January,2025,Blue Dart,Road,Household,India,East,West Bengal,Kolkata,000000,Kolkata,India,South,Karnataka,Bangalore,560001,Bangalore,1890,1902.1,2,Delivered,5758.44,2025-01-08,20ft Container,18000,28.0,2.1988,Accepted,2025-01-10,2025-01-10,0,On-Time,Inbound
SHP-00301,LD-00301,2024-12-03,December,2024,Delhivery,Road,Food & Beverages,India,West,Maharashtra,Mumbai,000000,Mumbai,India,South,Karnataka,Bangalore,560001,Bangalore,999,575.6,3,Delivered,2343.16,2024-12-03,LCV,3500,9.0,0.6623,Accepted,2024-12-06,2024-12-06,0,On-Time,Inbound
SHP-00302,LD-00302,2024-10-06,October,2024,Ekart Logistics,Road,Household,India,North,Delhi,Delhi,000000,Delhi,India,South,Karnataka,Bangalore,560001,Bangalore,2145,2893.8,2,Delivered,3895.68,2024-10-06,MCV,8000,18.0,3.2894,Accepted,2024-10-08,2024-10-08,0,On-Time,Inbound
SHP-00303,LD-00303,2024-12-04,December,2024,DTDC,Road,Household,India,East,West Bengal,Kolkata,000000,Kolkata,India,North,Delhi,Delhi,110001,Delhi,1563,1451.4,2,Delivered,3317.61,2024-12-04,20ft Container,18000,28.0,1.6874,Accepted,2024-12-06,2024-12-06,0,On-Time,Inbound
SHP-00304,LD-00304,2025-01-27,January,2025,DTDC,Road,Food & Beverages,India,North,Uttar Pradesh,Ghaziabad,000000,Ghaziabad,India,South,Karnataka,Bangalore,560001,Bangalore,2166,1058.1,2,Delivered,4528.45,2025-01-27,20ft Container,18000,28.0,1.2869,Accepted,2025-01-29,2025-01-29,0,On-Time,Inbound
SHP-00305,LD-00305,2024-11-28,November,2024,DTDC,Road,Food & Beverages,India,East,West Bengal,Kolkata,000000,Kolkata,India,North,Delhi,Delhi,110001,Delhi,1507,531.6,2,Delivered,3083.48,2024-11-28,LCV,3500,9.0,0.6321,Accepted,2024-11-30,2024-11-30,0,On-Time,Inbound
SHP-00306,LD-00306,2024-12-16,December,2024,Delhivery,Road,Household,India,East,West Bengal,Kolkata,000000,Kolkata,India,South,Karnataka,Bangalore,560001,Bangalore,1902,6314.6,2,Delivered,5274.91,2024-12-16,32ft Container,25000,38.0,7.3739,Rejected,2024-12-18,2024-12-18,0,On-Time,Inbound
SHP-00307,LD-00307,2025-01-30,January,2025,Ekart Logistics,Road,Personal Care,India,North,Delhi,Delhi,000000,Delhi,India,North,Delhi,Delhi,110001,Delhi,56,210.8,3,Delivered,122.51,2025-01-30,MCV,8000,18.0,0.2614,Accepted,2025-02-02,2025-02-02,0,On-Time,Inbound
SHP-00308,LD-00308,2024-10-26,October,2024,Blue Dart,Road,Food & Beverages,India,North,Uttar Pradesh,Ghaziabad,000000,Ghaziabad,India,South,Karnataka,Bangalore,560001,Bangalore,2198,1340.9,1,Delivered,6586.1,2024-10-26,Reefer 20ft,15000,26.0,1.5733,Accepted,2024-10-27,2024-10-31,4,Delayed,Inbound
SHP-00309,LD-00309,2024-12-26,December,2024,DTDC,Road,Personal Care,India,North,Delhi,Delhi,000000,Delhi,India,West,Maharashtra,Mumbai,400001,Mumbai,1384,153.8,3,Delivered,3109.05,2024-12-26,MCV,8000,18.0,0.1917,Accepted,2024-12-29,2024-12-29,0,On-Time,Inbound
SHP-00310,LD-00310,2025-01-07,January,2025,Ekart Logistics,Road,Household,India,West,Maharashtra,Mumbai,000000,Mumbai,India,South,Karnataka,Bangalore,560001,Bangalore,1034,1066.4,3,Delivered,2141.85,2025-01-07,20ft Container,18000,28.0,1.2164,Accepted,2025-01-10,2025-01-10,0,On-Time,Inbound
SHP-00311,LD-00311,2025-01-14,January,2025,Blue Dart,Road,Food & Beverages,India,West,Maharashtra,Mumbai,000000,Mumbai,India,West,Maharashtra,Mumbai,400001,Mumbai,-8,1303.9,2,Delivered,-25.22,2025-01-14,Reefer 20ft,15000,26.0,1.6097,Accepted,2025-01-16,2025-01-16,0,On-Time,Inbound
SHP-00312,LD-00312,2025-02-01,February,2025,DTDC,Road,Food & Beverages,India,East,West Bengal,Kolkata,000000,Kolkata,India,North,Delhi,Delhi,110001,Delhi,1546,172.3,2,Delivered,3141.23,2025-02-01,Reefer 20ft,15000,26.0,0.1954,Rejected,2025-02-03,2025-02-03,0,On-Time,Inbound
SHP-00313,LD-00313,2024-12-14,December,2024,DTDC,Road,Household,India,West,Maharashtra,Pune,000000,Pune,India,South,Karnataka,Bangalore,560001,Bangalore,1022,1158.4,3,Delivered,2202.29,2024-12-14,LCV,3500,9.0,1.4075,Accepted,2024-12-17,2024-12-17,0,On-Time,Inbound
SHP-00314,LD-00314,2024-12-04,December,2024,Delhivery,Road,Household,India,West,Maharashtra,Mumbai,000000,Mumbai,India,South,Karnataka,Bangalore,560001,Bangalore,1019,816.9,3,Delivered,2447.56,2024-12-04,32ft Container,25000,38.0,0.988,Accepted,2024-12-07,2024-12-07,0,On-Time,Inbound
SHP-00315,LD-00315,2024-10-25,October,2024,Blue Dart,Road,Household,India,North,Delhi,Delhi,000000,Delhi,India,South,Karnataka,Bangalore,560001,Bangalore,2111,3461.1,2,Delivered,7191.93,2024-10-25,20ft Container,18000,28.0,4.2347,Accepted,2024-10-27,2024-10-27,0,On-Time,Inbound
SHP-00316,LD-00316,2024-09-17,September,2024,Blue Dart,Road,Personal Care,India,East,West Bengal,Kolkata,000000,Kolkata,India,South,Karnataka,Bangalore,560001,Bangalore,1898,85.0,1,Delivered,6263.31,2024-09-17,MCV,8000,18.0,0.1156,Accepted,2024-09-18,2024-09-18,0,On-Time,Inbound
SHP-00317,LD-00317,2025-02-11,February,2025,Delhivery,Road,Food & Beverages,India,West,Maharashtra,Mumbai,000000,Mumbai,India,South,Karnataka,Bangalore,560001,Bangalore,1013,220.5,3,Delivered,2459.7,2025-02-11,32ft Container,25000,38.0,0.2415,Rejected,2025-02-14,2025-02-17,3,Delayed,Inbound
SHP-00318,LD-00318,2024-09-23,September,2024,Delhivery,Road,Household,India,West,Maharashtra,Mumbai,000000,Mumbai,India,North,Delhi,Delhi,110001,Delhi,1459,2198.8,2,Delivered,3947.88,2024-09-23,20ft Container,18000,28.0,2.5448,Accepted,2024-09-25,2024-09-25,0,On-Time,Inbound
SHP-00319,LD-00319,2025-01-28,January,2025,Ekart Logistics,Road,Food & Beverages,India,North,Uttar Pradesh,Ghaziabad,000000,Ghaziabad,India,South,Karnataka,Bangalore,560001,Bangalore,2122,943.7,3,Delivered,4165.18,2025-01-28,LCV,3500,9.0,1.0255,Accepted,2025-01-31,2025-01-31,0,On-Time,Inbound
SHP-00320,LD-00320,2024-09-30,September,2024,DTDC,Road,Personal Care,India,North,Uttar Pradesh,Ghaziabad,000000,Ghaziabad,India,North,Delhi,Delhi,110001,Delhi,76,520.9,2,Delivered,161.84,2024-09-30,32ft Container,25000,38.0,0.6678,Accepted,2024-10-02,2024-10-05,3,Delayed,Inbound
SHP-00321,LD-00321,2024-09-08,September,2024,Ekart Logistics,Road,Household,India,West,Maharashtra,Mumbai,000000,Mumbai,India,South,Karnataka,Bangalore,560001,Bangalore,980,2426.9,3,Delivered,1966.47,2024-09-08,MCV,8000,18.0,2.9405,Rejected,2024-09-11,2024-09-11,0,On-Time,Inbound
SHP-00322,LD-00322,2024-09-24,September,2024,DTDC,Road,Personal Care,India,West,Maharashtra,Pune,000000,Pune,India,West,Maharashtra,Mumbai,400001,Mumbai,25,124.9,3,Delivered,51.9,2024-09-24,LCV,3500,9.0,0.1374,Accepted,2024-09-27,2024-09-27,0,On-Time,Inbound
SHP-00323,LD-00323,2024-10-22,October,2024,Gati Kinetic,Road,Food & Beverages,India,West,Maharashtra,Pune,000000,Pune,India,North,Delhi,Delhi,110001,Delhi,1380,1028.9,2,Delivered,3590.33,2024-10-22,20ft Container,18000,28.0,1.1913,Accepted,2024-10-24,2024-10-24,0,On-Time,Inbound
SHP-00324,LD-00324,2024-09-02,September,2024,Ekart Logistics,Road,Personal Care,India,West,Maharashtra,Mumbai,000000,Mumbai,India,South,Karnataka,Bangalore,560001,Bangalore,1008,773.0,3,Delivered,2164.69,2024-09-02,MCV,8000,18.0,0.9797,Accepted,2024-09-05,2024-09-05,0,On-Time,Inbound
SHP-00325,LD-00325,2024-10-27,October,2024,Gati Kinetic,Road,Food & Beverages,India,North,Uttar Pradesh,Ghaziabad,000000,Ghaziabad,India,South,Karnataka,Bangalore,560001,Bangalore,2158,186.2,3,Delivered,5672.79,2024-10-27,32ft Container,25000,38.0,0.2105,Accepted,2024-10-30,2024-10-30,0,On-Time,Inbound
SHP-00326,LD-00326,2024-09-04,September,2024,Blue Dart,Road,Food & Beverages,India,West,Maharashtra,Mumbai,000000,Mumbai,India,West,Maharashtra,Mumbai,400001,Mumbai,50,854.0,2,Delivered,152.41,2024-09-04,32ft Container,25000,38.0,1.0768,Accepted,2024-09-06,2024-09-06,0,On-Time,Inbound
SHP-00327,LD-00327,2024-10-18,October,2024,DTDC,Road,Household,India,West,Maharashtra,Mumbai,000000,Mumbai,India,South,Karnataka,Bangalore,560001,Bangalore,1008,897.8,3,Delivered,2300.1,2024-10-18,32ft Container,25000,38.0,1.0861,Accepted,2024-10-21,2024-10-21,0,On-Time,Inbound
SHP-00328,LD-00328,2025-01-21,January,2025,Delhivery,Road,Food & Beverages,India,North,Uttar Pradesh,Ghaziabad,000000,Ghaziabad,India,South,Karnataka,Bangalore,560001,Bangalore,2122,961.2,3,Delivered,5430.6,2025-01-21,20ft Container,18000,28.0,1.0642,Accepted,2025-01-24,2025-01-24,0,On-Time,Inbound
SHP-00329,LD-00329,2024-11-16,November,2024,Gati Kinetic,Road,Food & Beverages,India,West,Maharashtra,Mumbai,000000,Mumbai,India,South,Karnataka,Bangalore,560001,Bangalore,992,625.7,2,Delivered,2497.27,2024-11-16,20ft Container,18000,28.0,0.7538,Accepted,2024-11-18,2024-11-18,0,On-Time,Inbound
SHP-00330,LD-00330,2024-09-06,September,2024,DTDC,Road,Household,India,North,Uttar Pradesh,Ghaziabad,000000,Ghaziabad,India,West,Maharashtra,Mumbai,400001,Mumbai,1387,3072.6,2,Delivered,3343.95,2024-09-06,Reefer 20ft,15000,26.0,3.7724,Accepted,2024-09-08,2024-09-08,0,On-Time,Inbound
SHP-00331,LD-00331,2024-09-21,September,2024,Gati Kinetic,Road,Food & Beverages,India,West,Maharashtra,Mumbai,000000,Mumbai,India,West,Maharashtra,Mumbai,400001,Mumbai,53,3115.0,2,Delivered,124.78,2024-09-21,Reefer 20ft,15000,26.0,3.5674,Accepted,2024-09-23,2024-09-23,0,On-Time,Inbound
SHP-00332,LD-00332,2024-10-29,October,2024,DTDC,Road,Personal Care,India,North,Delhi,Delhi,000000,Delhi,India,North,Delhi,Delhi,110001,Delhi,79,339.7,3,Delivered,186.41,2024-10-29,MCV,8000,18.0,0.4435,Accepted,2024-11-01,2024-11-01,0,On-Time,Inbound
SHP-00333,LD-00333,2024-10-13,October,2024,Gati Kinetic,Road,Food & Beverages,India,West,Maharashtra,Mumbai,000000,Mumbai,India,South,Karnataka,Bangalore,560001,Bangalore,948,1089.3,3,Delivered,2091.16,2024-10-13,MCV,8000,18.0,1.2701,Accepted,2024-10-16,2024-10-16,0,On-Time,Inbound
SHP-00334,LD-00334,2024-12-11,December,2024,Blue Dart,Road,Household,India,West,Maharashtra,Mumbai,000000,Mumbai,India,West,Maharashtra,Mumbai,400001,Mumbai,19,3536.2,2,Delivered,57.51,2024-12-11,MCV,8000,18.0,4.463,Accepted,2024-12-13,2024-12-14,1,Delayed,Inbound
SHP-00335,LD-00335,2025-01-13,January,2025,Delhivery,Road,Personal Care,India,North,Delhi,Delhi,000000,Delhi,India,West,Maharashtra,Mumbai,400001,Mumbai,1399,687.5,3,Delivered,3672.72,2025-01-13,Reefer 20ft,15000,26.0,0.825,Accepted,2025-01-16,2025-01-16,0,On-Time,Inbound
SHP-00336,LD-00336,2025-01-31,January,2025,Ekart Logistics,Road,Personal Care,India,North,Delhi,Delhi,000000,Delhi,India,South,Karnataka,Bangalore,560001,Bangalore,2139,807.7,3,Delivered,4627.87,2025-01-31,Reefer 20ft,15000,26.0,0.9618,Accepted,2025-02-03,2025-02-03,0,On-Time,Inbound
SHP-00337,LD-00337,2024-11-18,November,2024,Gati Kinetic,Road,Food & Beverages,India,East,West Bengal,Kolkata,000000,Kolkata,India,North,Delhi,Delhi,110001,Delhi,1548,2538.1,2,Delivered,3349.86,2024-11-18,MCV,8000,18.0,2.9319,Accepted,2024-11-20,2024-11-20,0,On-Time,Inbound
SHP-00338,LD-00338,2024-12-20,December,2024,Blue Dart,Road,Personal Care,India,North,Uttar Pradesh,Ghaziabad,000000,Ghaziabad,India,West,Maharashtra,Mumbai,400001,Mumbai,1420,60.2,2,Delivered,4448.35,2024-12-20,Reefer 20ft,15000,26.0,0.0622,Accepted,2024-12-22,2024-12-22,0,On-Time,Inbound
SHP-00339,LD-00339,2024-10-27,October,2024,Gati Kinetic,Road,Food & Beverages,India,East,West Bengal,Kolkata,000000,Kolkata,India,South,Karnataka,Bangalore,560001,Bangalore,1903,3749.4,2,Delivered,4789.1,2024-10-27,LCV,3500,9.0,4.4456,Accepted,2024-10-29,2024-10-29,0,On-Time,Inbound
SHP-00340,LD-00340,2024-10-17,October,2024,Blue Dart,Road,Food & Beverages,India,West,Maharashtra,Pune,000000,Pune,India,West,Maharashtra,Mumbai,400001,Mumbai,4,4374.2,2,Delivered,12.34,2024-10-17,MCV,8000,18.0,5.3797,Accepted,2024-10-19,2024-10-19,0,On-Time,Inbound
SHP-00341,LD-00341,2024-09-27,September,2024,Delhivery,Road,Personal Care,India,West,Maharashtra,Mumbai,000000,Mumbai,India,South,Karnataka,Bangalore,560001,Bangalore,974,72.5,2,Delivered,2677.11,2024-09-27,MCV,8000,18.0,0.0987,Accepted,2024-09-29,2024-09-29,0,On-Time,Inbound
SHP-00342,LD-00342,2024-11-24,November,2024,Blue Dart,Road,Food & Beverages,India,West,Maharashtra,Mumbai,000000,Mumbai,India,West,Maharashtra,Mumbai,400001,Mumbai,40,153.3,2,Delivered,119.85,2024-11-24,Reefer 20ft,15000,26.0,0.1864,Accepted,2024-11-26,2024-11-26,0,On-Time,Inbound
SHP-00343,LD-00343,2024-10-02,October,2024,Blue Dart,Road,Food & Beverages,India,East,West Bengal,Kolkata,000000,Kolkata,India,West,Maharashtra,Mumbai,400001,Mumbai,2096,169.0,2,Delivered,6929.89,2024-10-02,20ft Container,18000,28.0,0.2194,Accepted,2024-10-04,2024-10-04,0,On-Time,Inbound
SHP-00344,LD-00344,2024-10-11,October,2024,DTDC,Road,Food & Beverages,India,North,Uttar Pradesh,Ghaziabad,000000,Ghaziabad,India,West,Maharashtra,Mumbai,400001,Mumbai,1390,3319.4,3,Delivered,2972.64,2024-10-11,LCV,3500,9.0,3.8769,Rejected,2024-10-14,2024-10-14,0,On-Time,Inbound
SHP-00345,LD-00345,2024-10-31,October,2024,Blue Dart,Road,Food & Beverages,India,West,Maharashtra,Pune,000000,Pune,India,South,Karnataka,Bangalore,560001,Bangalore,1009,1039.2,1,Delivered,3411.86,2024-10-31,20ft Container,18000,28.0,1.1525,Accepted,2024-11-01,2024-11-01,0,On-Time,Inbound
SHP-00346,LD-00346,2024-09-23,September,2024,DTDC,Road,Household,India,North,Delhi,Delhi,000000,Delhi,India,South,Karnataka,Bangalore,560001,Bangalore,2107,3173.1,3,Delivered,4501.45,2024-09-23,20ft Container,18000,28.0,3.9906,Accepted,2024-09-26,2024-09-26,0,On-Time,Inbound
SHP-00347,LD-00347,2025-01-03,January,2025,Delhivery,Road,Personal Care,India,East,West Bengal,Kolkata,000000,Kolkata,India,South,Karnataka,Bangalore,560001,Bangalore,1865,314.6,3,Delivered,5066.62,2025-01-03,MCV,8000,18.0,0.3136,Accepted,2025-01-06,2025-01-06,0,On-Time,Inbound
SHP-00348,LD-00348,2025-01-22,January,2025,Gati Kinetic,Road,Food & Beverages,India,West,Maharashtra,Mumbai,000000,Mumbai,India,North,Delhi,Delhi,110001,Delhi,1400,1053.9,2,Delivered,3607.07,2025-01-22,MCV,8000,18.0,1.2054,Accepted,2025-01-24,2025-01-24,0,On-Time,Inbound
SHP-00349,LD-00349,2025-01-14,January,2025,Blue Dart,Road,Personal Care,India,North,Delhi,Delhi,000000,Delhi,India,South,Karnataka,Bangalore,560001,Bangalore,2102,453.4,1,Delivered,6887.48,2025-01-14,32ft Container,25000,38.0,0.5302,Accepted,2025-01-15,2025-01-15,0,On-Time,Inbound
SHP-00350,LD-00350,2024-09-17,September,2024,DTDC,Road,Food & Beverages,India,West,Maharashtra,Pune,000000,Pune,India,South,Karnataka,Bangalore,560001,Bangalore,1013,1037.1,3,Delivered,2131.94,2024-09-17,32ft Container,25000,38.0,1.1761,Accepted,2024-09-20,2024-09-20,0,On-Time,Inbound
SHP-00351,LD-00351,2025-01-12,January,2025,Blue Dart,Road,Personal Care,India,East,West Bengal,Kolkata,000000,Kolkata,India,West,Maharashtra,Mumbai,400001,Mumbai,2103,235.6,3,Delivered,6920.39,2025-01-12,20ft Container,18000,28.0,0.297,Accepted,2025-01-15,2025-01-15,0,On-Time,Inbound
SHP-00352,LD-00352,2024-12-03,December,2024,Blue Dart,Road,Personal Care,India,North,Uttar Pradesh,Ghaziabad,000000,Ghaziabad,India,West,Maharashtra,Mumbai,400001,Mumbai,1424,159.2,2,Delivered,4831.14,2024-12-03,20ft Container,18000,28.0,0.1962,Rejected,2024-12-05,2024-12-05,0,On-Time,Inbound
SHP-00353,LD-00353,2024-09-15,September,2024,DTDC,Road,Household,India,East,West Bengal,Kolkata,000000,Kolkata,India,South,Karnataka,Bangalore,560001,Bangalore,1832,225.0,2,Delivered,4211.91,2024-09-15,20ft Container,18000,28.0,0.2629,Accepted,2024-09-17,2024-09-17,0,On-Time,Inbound
SHP-00354,LD-00354,2025-02-16,February,2025,Ekart Logistics,Road,Food & Beverages,India,West,Maharashtra,Pune,000000,Pune,India,North,Delhi,Delhi,110001,Delhi,1463,2752.9,3,Delivered,3007.12,2025-02-16,20ft Container,18000,28.0,3.1959,Accepted,2025-02-19,2025-02-19,0,On-Time,Inbound
SHP-00355,LD-00355,2024-10-13,October,2024,Blue Dart,Road,Food & Beverages,India,East,West Bengal,Kolkata,000000,Kolkata,India,West,Maharashtra,Mumbai,400001,Mumbai,2100,993.9,1,Delivered,7380.53,2024-10-13,LCV,3500,9.0,1.1255,Accepted,2024-10-14,2024-10-14,0,On-Time,Inbound
SHP-00356,LD-00356,2024-11-22,November,2024,Gati Kinetic,Road,Food & Beverages,India,East,West Bengal,Kolkata,000000,Kolkata,India,West,Maharashtra,Mumbai,400001,Mumbai,2076,795.0,2,Delivered,5442.43,2024-11-22,LCV,3500,9.0,0.9083,Accepted,2024-11-24,2024-11-24,0,On-Time,Inbound
SHP-00357,LD-00357,2024-11-12,November,2024,Blue Dart,Road,Household,India,West,Maharashtra,Mumbai,000000,Mumbai,India,West,Maharashtra,Mumbai,400001,Mumbai,50,381.2,1,Delivered,160.36,2024-11-12,LCV,3500,9.0,0.4493,Accepted,2024-11-13,2024-11-13,0,On-Time,Inbound
SHP-00358,LD-00358,2024-09-10,September,2024,Blue Dart,Road,Household,India,North,Delhi,Delhi,000000,Delhi,India,South,Karnataka,Bangalore,560001,Bangalore,2138,2470.1,1,Delivered,6283.2,2024-09-10,LCV,3500,9.0,2.7816,Accepted,2024-09-11,2024-09-11,0,On-Time,Inbound
SHP-00359,LD-00359,2025-01-02,January,2025,DTDC,Road,Food & Beverages,India,East,West Bengal,Kolkata,000000,Kolkata,India,North,Delhi,Delhi,110001,Delhi,1528,996.9,3,Delivered,3078.2,2025-01-02,Reefer 20ft,15000,26.0,1.1613,Rejected,2025-01-05,2025-01-05,0,On-Time,Inbound
SHP-00360,LD-00360,2024-12-16,December,2024,Gati Kinetic,Road,Household,India,West,Maharashtra,Mumbai,000000,Mumbai,India,West,Maharashtra,Mumbai,400001,Mumbai,61,2381.6,1,Delivered,154.52,2024-12-16,20ft Container,18000,28.0,2.8863,Accepted,2024-12-17,2024-12-17,0,On-Time,Inbound
SHP-00361,LD-00361,2025-01-17,January,2025,DTDC,Road,Household,India,West,Maharashtra,Mumbai,000000,Mumbai,India,West,Maharashtra,Mumbai,400001,Mumbai,53,3921.4,2,Delivered,116.71,2025-01-17,Reefer 20ft,15000,26.0,4.6228,Accepted,2025-01-19,2025-01-19,0,On-Time,Inbound
SHP-00362,LD-00362,2024-10-04,October,2024,Delhivery,Road,Food & Beverages,India,East,West Bengal,Kolkata,000000,Kolkata,India,West,Maharashtra,Mumbai,400001,Mumbai,2094,195.9,3,Delivered,5373.07,2024-10-04,MCV,8000,18.0,0.2343,Accepted,2024-10-07,2024-10-07,0,On-Time,Inbound
SHP-00363,LD-00363,2024-10-21,October,2024,Ekart Logistics,Road,Food & Beverages,India,West,Maharashtra,Mumbai,000000,Mumbai,India,North,Delhi,Delhi,110001,Delhi,1406,806.5,2,Delivered,2915.9,2024-10-21,MCV,8000,18.0,0.9748,Accepted,2024-10-23,2024-10-23,0,On-Time,Inbound
SHP-00364,LD-00364,2024-12-03,December,2024,Gati Kinetic,Road,Personal Care,India,East,West Bengal,Kolkata,000000,Kolkata,India,North,Delhi,Delhi,110001,Delhi,1558,440.6,2,Delivered,3979.69,2024-12-03,LCV,3500,9.0,0.6048,Accepted,2024-12-05,2024-12-05,0,On-Time,Inbound
SHP-00365,LD-00365,2024-09-12,September,2024,Gati Kinetic,Road,Food & Beverages,India,North,Delhi,Delhi,000000,Delhi,India,South,Karnataka,Bangalore,560001,Bangalore,2179,1212.5,2,Delivered,5675.93,2024-09-12,32ft Container,25000,38.0,1.5941,Accepted,2024-09-14,2024-09-14,0,On-Time,Inbound
SHP-00366,LD-00366,2024-09-29,September,2024,DTDC,Road,Personal Care,India,West,Maharashtra,Mumbai,000000,Mumbai,India,West,Maharashtra,Mumbai,400001,Mumbai,46,225.1,3,Delivered,106.27,2024-09-29,Reefer 20ft,15000,26.0,0.244,Accepted,2024-10-02,2024-10-02,0,On-Time,Inbound
SHP-00367,LD-00367,2024-12-06,December,2024,Blue Dart,Road,Household,India,North,Delhi,Delhi,000000,Delhi,India,South,Karnataka,Bangalore,560001,Bangalore,2159,377.2,2,Delivered,7122.64,2024-12-06,20ft Container,18000,28.0,0.4327,Rejected,2024-12-08,2024-12-08,0,On-Time,Inbound
SHP-00368,LD-00368,2024-09-28,September,2024,DTDC,Road,Food & Beverages,India,North,Uttar Pradesh,Ghaziabad,000000,Ghaziabad,India,West,Maharashtra,Mumbai,400001,Mumbai,1405,1060.8,2,Delivered,3081.52,2024-09-28,20ft Container,18000,28.0,1.2729,Accepted,2024-09-30,2024-09-30,0,On-Time,Inbound
SHP-00369,LD-00369,2025-01-07,January,2025,Delhivery,Road,Personal Care,India,North,Delhi,Delhi,000000,Delhi,India,North,Delhi,Delhi,110001,Delhi,-18,445.7,2,Delivered,-45.37,2025-01-07,32ft Container,25000,38.0,0.5707,Accepted,2025-01-09,2025-01-09,0,On-Time,Inbound
SHP-00370,LD-00370,2025-01-07,January,2025,Delhivery,Road,Household,India,North,Uttar Pradesh,Ghaziabad,000000,Ghaziabad,India,South,Karnataka,Bangalore,560001,Bangalore,2171,4941.1,2,Delivered,6151.62,2025-01-07,20ft Container,18000,28.0,6.2968,Accepted,2025-01-09,2025-01-09,0,On-Time,Inbound
SHP-00371,LD-00371,2024-09-23,September,2024,Delhivery,Road,Household,India,East,West Bengal,Kolkata,000000,Kolkata,India,West,Maharashtra,Mumbai,400001,Mumbai,2069,1450.9,1,Delivered,5820.23,2024-09-23,MCV,8000,18.0,1.7416,Accepted,2024-09-24,2024-09-24,0,On-Time,Inbound
SHP-00372,LD-00372,2025-02-15,February,2025,Delhivery,Road,Personal Care,India,North,Delhi,Delhi,000000,Delhi,India,South,Karnataka,Bangalore,560001,Bangalore,2117,178.2,2,Delivered,5427.21,2025-02-15,Reefer 20ft,15000,26.0,0.1807,Accepted,2025-02-17,2025-02-17,0,On-Time,Inbound
SHP-00373,LD-00373,2024-09-18,September,2024,DTDC,Road,Personal Care,India,North,Delhi,Delhi,000000,Delhi,India,North,Delhi,Delhi,110001,Delhi,32,305.6,3,Delivered,67.63,2024-09-18,MCV,8000,18.0,0.3579,Accepted,2024-09-21,2024-09-21,0,On-Time,Inbound
SHP-00374,LD-00374,2024-10-19,October,2024,Delhivery,Road,Household,India,North,Uttar Pradesh,Ghaziabad,000000,Ghaziabad,India,South,Karnataka,Bangalore,560001,Bangalore,2129,5145.0,2,Delivered,5642.08,2024-10-19,Reefer 20ft,15000,26.0,6.167,Accepted,2024-10-21,2024-10-21,0,On-Time,Inbound
SHP-00375,LD-00375,2025-01-01,January,2025,Blue Dart,Road,Food & Beverages,India,West,Maharashtra,Mumbai,000000,Mumbai,India,North,Delhi,Delhi,110001,Delhi,1389,3846.2,2,Delivered,4201.47,2025-01-01,32ft Container,25000,38.0,4.6558,Accepted,2025-01-03,2025-01-03,0,On-Time,Inbound
SHP-00376,LD-00376,2024-10-27,October,2024,Gati Kinetic,Road,Personal Care,India,North,Uttar Pradesh,Ghaziabad,000000,Ghaziabad,India,North,Delhi,Delhi,110001,Delhi,42,87.9,2,Delivered,104.59,2024-10-27,Reefer 20ft,15000,26.0,0.1179,Accepted,2024-10-29,2024-10-31,2,Delayed,Inbound
SHP-00377,LD-00377,2024-09-11,September,2024,Gati Kinetic,Road,Food & Beverages,India,East,West Bengal,Kolkata,000000,Kolkata,India,North,Delhi,Delhi,110001,Delhi,1546,899.5,3,Delivered,3420.48,2024-09-11,20ft Container,18000,28.0,1.0996,Accepted,2024-09-14,2024-09-14,0,On-Time,Inbound
SHP-00378,LD-00378,2025-01-16,January,2025,Ekart Logistics,Road,Household,India,West,Maharashtra,Pune,000000,Pune,India,North,Delhi,Delhi,110001,Delhi,1402,1548.4,2,Delivered,2770.1,2025-01-16,32ft Container,25000,38.0,1.8412,Accepted,2025-01-18,2025-01-18,0,On-Time,Inbound
SHP-00379,LD-00379,2024-12-18,December,2024,Delhivery,Road,Food & Beverages,India,West,Maharashtra,Mumbai,000000,Mumbai,India,West,Maharashtra,Mumbai,400001,Mumbai,-6,5780.2,3,Delivered,-14.6,2024-12-18,Reefer 20ft,15000,26.0,6.5564,Accepted,2024-12-21,2024-12-21,0,On-Time,Inbound
SHP-00380,LD-00380,2024-12-15,December,2024,Gati Kinetic,Road,Food & Beverages,India,North,Delhi,Delhi,000000,Delhi,India,South,Karnataka,Bangalore,560001,Bangalore,2111,4391.5,2,Delivered,4813.16,2024-12-15,MCV,8000,18.0,5.2694,Accepted,2024-12-17,2024-12-17,0,On-Time,Inbound
SHP-00381,LD-00381,2024-09-24,September,2024,Blue Dart,Road,Household,India,North,Delhi,Delhi,000000,Delhi,India,South,Karnataka,Bangalore,560001,Bangalore,2148,2084.6,1,Delivered,6942.81,2024-09-24,32ft Container,25000,38.0,2.366,Rejected,2024-09-25,2024-09-25,0,On-Time,Inbound
