shipment_id,sku,warehouse,date,expqty,rcvqty,idnqty,shift,team
SHP-00335,SKU-011,MUM,2025-01-16,1969,1969,1969,Shift A,Team 2
SHP-00336,SKU-029,BLR,2025-02-03,1355,1355,1355,Shift A,Team 1
SHP-00337,SKU-027,DEL,2024-11-20,1752,1752,1752,Shift A,Team 3
SHP-00338,SKU-026,MUM,2024-12-22,214,214,214,Shift A,Team 3
SHP-00339,SKU-030,BLR,2024-10-29,1455,1459,1459,Shift A,Team 2
SHP-00340,SKU-015,MUM,2024-10-19,1465,1465,1465,Shift C,Team 1
SHP-00341,SKU-003,BLR,2024-09-29,508,508,508,Shift A,Team 2
SHP-00342,SKU-005,MUM,2024-11-26,314,314,314,Shift B,Team 1
SHP-00343,SKU-024,MUM,2024-10-04,268,268,268,Shift C,Team 2
SHP-00344,SKU-030,MUM,2024-10-14,1325,1325,1325,Shift C,Team 2
SHP-00345,SKU-004,BLR,2024-11-01,1010,1010,1010,Shift C,Team 1
SHP-00346,SKU-022,BLR,2024-09-26,1466,1466,1466,Shift C,Team 1
SHP-00347,SKU-026,BLR,2025-01-06,1098,1098,1098,Shift B,Team 3
SHP-00348,SKU-007,DEL,2025-01-24,1360,1360,1360,Shift A,Team 3
SHP-00349,SKU-001,BLR,2025-01-15,1789,1789,1789,Shift A,Team 1
SHP-00350,SKU-007,BLR,2024-09-20,1273,1273,1273,Shift A,Team 3
SHP-00351,SKU-002,MUM,2025-01-15,613,613,613,Shift C,Team 1
SHP-00352,SKU-001,MUM,2024-12-05,627,627,627,Shift C,Team 3
SHP-00353,SKU-010,BLR,2024-09-17,359,359,359,Shift B,Team 3
SHP-00354,SKU-006,DEL,2025-02-19,1343,1343,1343,Shift B,Team 2
SHP-00355,SKU-018,MUM,2024-10-14,1428,1428,1428,Shift C,Team 2
SHP-00356,SKU-007,MUM,2024-11-24,968,968,968,Shift C,Team 2
SHP-00357,SKU-010,MUM,2024-11-13,654,654,654,Shift B,Team 1
SHP-00358,SKU-009,BLR,2024-09-11,951,951,951,Shift A,Team 3
SHP-00359,SKU-030,DEL,2025-01-05,395,395,395,Shift A,Team 1
SHP-00360,SKU-025,MUM,2024-12-17,664,664,664,Shift C,Team 3
SHP-00361,SKU-022,MUM,2025-01-19,1698,1698,1698,Shift A,Team 3
SHP-00362,SKU-024,MUM,2024-10-07,300,300,300,Shift B,Team 3
SHP-00363,SKU-024,DEL,2024-10-23,1273,1273,1273,Shift B,Team 1
SHP-00364,SKU-020,DEL,2024-12-05,1542,1542,1542,Shift B,Team 2
SHP-00365,SKU-024,BLR,2024-09-14,1946,1946,1946,Shift A,Team 3
SHP-00366,SKU-011,MUM,2024-10-02,628,628,628,Shift C,Team 2
SHP-00367,SKU-010,BLR,2024-12-08,611,611,611,Shift C,Team 3
SHP-00368,SKU-021,MUM,2024-09-30,991,991,991,Shift A,Team 2
SHP-00369,SKU-017,DEL,2025-01-09,824,824,824,Shift A,Team 3
SHP-00370,SKU-009,BLR,2025-01-09,1999,1999,1999,Shift A,Team 2
SHP-00371,SKU-022,MUM,2024-09-24,665,665,665,Shift B,Team 1
SHP-00372,SKU-026,BLR,2025-02-17,614,614,614,Shift A,Team 2
SHP-00373,SKU-029,DEL,2024-09-21,498,498,498,Shift C,Team 2
SHP-00374,SKU-025,BLR,2024-10-21,1453,1453,1453,Shift B,Team 2
SHP-00375,SKU-006,DEL,2025-01-03,1945,1945,1945,Shift C,Team 3
SHP-00376,SKU-003,DEL,2024-10-31,562,562,562,Shift C,Team 3
SHP-00377,SKU-024,DEL,2024-09-14,1371,1371,1371,Shift A,Team 3
SHP-00378,SKU-013,DEL,2025-01-18,1257,1257,1257,Shift B,Team 2
SHP-00379,SKU-015,MUM,2024-12-21,1899,1899,1899,Shift B,Team 3
SHP-00380,SKU-015,BLR,2024-12-17,1408,1408,1408,Shift A,Team 1
SHP-00381,SKU-013,BLR,2024-09-25,1688,1688,1688,Shift B,Team 2
SHP-00382,SKU-005,DEL,2025-02-19,566,566,566,Shift B,Team 2
SHP-00383,SKU-028,MUM,2024-10-05,1221,1221,1221,Shift A,Team 3
SHP-00384,SKU-029,MUM,2024-09-23,1320,1320,1320,Shift C,Team 3
SHP-00385,SKU-004,MUM,2024-09-12,1053,1054,1054,Shift B,Team 2
SHP-00386,SKU-025,BLR,2025-01-29,812,789,789,Shift A,Team 2
SHP-00387,SKU-023,MUM,2024-10-04,628,624,624,Shift A,Team 2
SHP-00388,SKU-019,BLR,2025-02-06,1476,1476,1476,Shift B,Team 1
SHP-00389,SKU-021,MUM,2024-11-02,1831,1831,1831,Shift A,Team 1
SHP-00390,SKU-026,BLR,2025-02-13,338,338,338,Shift A,Team 2
SHP-00391,SKU-022,MUM,2025-02-08,1181,1181,1181,Shift C,Team 3
SHP-00392,SKU-017,BLR,2024-12-18,813,813,813,Shift A,Team 2
SHP-00393,SKU-027,MUM,2024-10-12,539,539,539,Shift B,Team 1
SHP-00394,SKU-008,BLR,2024-11-11,961,961,961,Shift C,Team 2
SHP-00395,SKU-011,DEL,2024-12-25,1190,1190,1190,Shift B,Team 3
SHP-00396,SKU-017,BLR,2024-09-11,437,437,437,Shift B,Team 1
SHP-00397,SKU-010,DEL,2025-01-27,766,766,766,Shift C,Team 2
SHP-00398,SKU-005,DEL,2025-01-19,1642,1642,1642,Shift A,Team 3
SHP-00399,SKU-003,BLR,2024-10-06,1073,1073,1073,Shift C,Team 3
SHP-00400,SKU-022,BLR,2024-11-27,1857,1857,1857,Shift B,Team 1
SHP-00401,SKU-008,BLR,2024-12-27,494,494,494,Shift B,Team 3
SHP-00402,SKU-012,MUM,2025-01-04,1180,1180,1180,Shift A,Team 1
SHP-00403,SKU-014,MUM,2025-01-24,688,688,688,Shift A,Team 3
SHP-00404,SKU-008,BLR,2025-01-25,554,554,554,Shift C,Team 2
SHP-00405,SKU-025,MUM,2024-10-18,1879,1879,1879,Shift A,Team 1
SHP-00406,SKU-013,BLR,2025-02-19,1460,1460,1460,Shift C,Team 3
SHP-00407,SKU-028,MUM,2024-09-25,802,802,802,Shift C,Team 1
SHP-00408,SKU-013,MUM,2024-09-10,1480,1480,1480,Shift A,Team 1
SHP-00409,SKU-028,MUM,2025-01-24,1572,1572,1572,Shift B,Team 3
SHP-00410,SKU-015,MUM,2024-10-07,1815,1815,1815,Shift A,Team 1
SHP-00411,SKU-008,MUM,2024-10-30,1658,1658,1658,Shift A,Team 3
SHP-00412,SKU-005,BLR,2024-10-02,1695,1695,1695,Shift B,Team 3
SHP-00413,SKU-018,BLR,2024-12-31,1834,1834,1834,Shift B,Team 3
SHP-00414,SKU-010,BLR,2024-11-29,543,543,543,Shift A,Team 1
SHP-00415,SKU-001,BLR,2024-10-16,787,787,787,Shift C,Team 1
SHP-00416,SKU-030,MUM,2024-09-06,1411,1411,1411,Shift B,Team 2
SHP-00417,SKU-027,MUM,2024-09-12,1215,1215,1215,Shift C,Team 3
SHP-00418,SKU-027,DEL,2024-12-01,437,437,437,Shift B,Team 1
SHP-00419,SKU-030,BLR,2024-12-12,1832,1872,1872,Shift A,Team 2
SHP-00420,SKU-011,BLR,2025-02-07,753,753,753,Shift C,Team 2
SHP-00421,SKU-001,DEL,2024-11-29,1903,1922,1922,Shift A,Team 1
SHP-00422,SKU-002,BLR,2024-10-22,1416,1416,1416,Shift B,Team 3
SHP-00423,SKU-004,DEL,2025-02-18,1624,1624,1624,Shift B,Team 1
SHP-00424,SKU-002,MUM,2024-10-14,983,983,983,Shift C,Team 3
SHP-00425,SKU-021,DEL,2025-02-16,417,412,412,Shift B,Team 2
SHP-00426,SKU-030,MUM,2025-01-08,277,277,277,Shift B,Team 3
SHP-00427,SKU-001,MUM,2024-12-15,987,987,987,Shift C,Team 3
SHP-00428,SKU-012,MUM,2024-12-14,1294,1294,1294,Shift C,Team 3
SHP-00429,SKU-012,DEL,2025-02-19,1196,1196,1196,Shift B,Team 1
SHP-00430,SKU-010,BLR,2024-12-10,1223,1223,1223,Shift B,Team 2
SHP-00431,SKU-024,BLR,2024-10-05,1386,1386,1386,Shift A,Team 1
SHP-00432,SKU-002,BLR,2025-02-15,829,829,829,Shift A,Team 2
SHP-00433,SKU-026,DEL,2025-02-02,1911,1911,1911,Shift A,Team 3
SHP-00434,SKU-004,DEL,2024-09-15,760,760,760,Shift A,Team 3
SHP-00435,SKU-029,BLR,2024-09-28,1197,1197,1197,Shift A,Team 3
SHP-00436,SKU-015,MUM,2024-10-24,1043,1043,1043,Shift C,Team 3
SHP-00437,SKU-004,DEL,2024-12-19,1467,1467,1467,Shift C,Team 3
SHP-00438,SKU-022,BLR,2024-09-17,1928,1928,1928,Shift B,Team 3
SHP-00439,SKU-002,BLR,2024-10-26,413,413,413,Shift C,Team 2
SHP-00440,SKU-007,DEL,2024-12-26,1730,1730,1730,Shift A,Team 3
SHP-00441,SKU-007,MUM,2024-10-29,1448,1448,1448,Shift B,Team 1
SHP-00442,SKU-009,MUM,2024-10-05,479,479,479,Shift A,Team 2
SHP-00443,SKU-028,MUM,2024-10-21,643,643,643,Shift A,Team 2
SHP-00444,SKU-030,DEL,2024-12-25,1374,1374,1374,Shift C,Team 2
SHP-00445,SKU-016,BLR,2025-01-17,692,692,692,Shift C,Team 2
SHP-00446,SKU-015,BLR,2025-01-02,1957,1957,1957,Shift A,Team 1
SHP-00447,SKU-029,MUM,2025-02-10,1614,1614,1614,Shift C,Team 2
SHP-00448,SKU-002,BLR,2025-02-07,1254,1300,1300,Shift C,Team 1
SHP-00449,SKU-005,DEL,2024-10-17,885,885,885,Shift A,Team 1
SHP-00450,SKU-022,BLR,2024-11-23,1066,1066,1066,Shift A,Team 1
SHP-00451,SKU-023,DEL,2025-01-17,1856,1856,1856,Shift B,Team 1
SHP-00452,SKU-005,DEL,2024-09-30,1216,1216,1216,Shift C,Team 1
SHP-00453,SKU-028,DEL,2024-12-19,1842,1842,1842,Shift B,Team 2
SHP-00454,SKU-015,MUM,2025-02-20,1137,1137,1137,Shift A,Team 3
SHP-00455,SKU-023,MUM,2024-10-09,1296,1296,1296,Shift C,Team 2
SHP-00456,SKU-023,MUM,2024-11-08,271,271,271,Shift B,Team 3
SHP-00457,SKU-011,BLR,2024-09-08,519,519,519,Shift B,Team 2
SHP-00458,SKU-016,MUM,2024-12-26,282,282,282,Shift C,Team 2
SHP-00459,SKU-030,MUM,2024-11-24,1771,1771,1771,Shift B,Team 2
SHP-00460,SKU-002,BLR,2025-01-05,1565,1565,1565,Shift B,Team 2
SHP-00461,SKU-014,MUM,2024-12-27,1845,1845,1845,Shift C,Team 3
SHP-00462,SKU-003,BLR,2024-10-29,1409,1409,1409,Shift A,Team 3
SHP-00463,SKU-027,BLR,2024-10-09,1892,1892,1892,Shift A,Team 1
SHP-00464,SKU-004,DEL,2024-11-18,1539,1539,1539,Shift C,Team 2
SHP-00465,SKU-028,DEL,2025-01-07,728,728,728,Shift A,Team 1
SHP-00466,SKU-023,MUM,2024-09-17,477,477,477,Shift C,Team 2
SHP-00467,SKU-025,DEL,2025-01-17,393,393,393,Shift B,Team 1
SHP-00468,SKU-005,MUM,2024-09-28,226,226,226,Shift A,Team 3
SHP-00469,SKU-027,DEL,2025-01-09,1276,1276,1276,Shift C,Team 3
SHP-00470,SKU-027,DEL,2024-12-02,1105,1105,1105,Shift C,Team 2
SHP-00471,SKU-023,DEL,2024-10-13,1762,1762,1762,Shift C,Team 3
SHP-00472,SKU-010,DEL,2024-10-04,1567,1567,1567,Shift B,Team 2
SHP-00473,SKU-012,DEL,2024-09-26,528,528,528,Shift B,Team 1
SHP-00474,SKU-029,BLR,2024-10-30,1744,1744,1744,Shift C,Team 3
SHP-00475,SKU-013,MUM,2024-10-21,1068,1068,1068,Shift C,Team 3
SHP-00476,SKU-002,DEL,2024-12-04,368,368,368,Shift B,Team 3
SHP-00477,SKU-022,MUM,2024-12-20,952,952,952,Shift A,Team 1
SHP-00478,SKU-004,BLR,2024-10-09,1718,1718,1718,Shift B,Team 3
SHP-00479,SKU-019,BLR,2024-11-01,1415,1415,1415,Shift B,Team 3
SHP-00480,SKU-004,MUM,2024-11-13,713,713,713,Shift B,Team 3
SHP-00481,SKU-004,DEL,2024-10-17,1756,1756,1756,Shift B,Team 2
SHP-00482,SKU-001,MUM,2024-11-29,1764,1764,1764,Shift B,Team 2
SHP-00483,SKU-006,MUM,2024-09-10,1206,1206,1206,Shift B,Team 3
SHP-00484,SKU-013,MUM,2025-01-23,739,739,739,Shift B,Team 3
SHP-00485,SKU-001,MUM,2025-02-01,1767,1767,1767,Shift B,Team 3
SHP-00486,SKU-003,MUM,2024-11-04,1609,1609,1609,Shift C,Team 1
SHP-00487,SKU-011,MUM,2025-01-13,973,973,973,Shift A,Team 1
SHP-00488,SKU-012,MUM,2025-02-22,1092,1092,1092,Shift B,Team 3
SHP-00489,SKU-009,MUM,2025-02-09,337,337,337,Shift C,Team 3
SHP-00490,SKU-013,MUM,2025-02-18,714,714,714,Shift A,Team 1
SHP-00491,SKU-030,BLR,2025-01-10,1506,1506,1506,Shift C,Team 1
SHP-00492,SKU-025,DEL,2024-10-10,814,814,814,Shift A,Team 3
SHP-00493,SKU-026,MUM,2025-02-03,1894,1894,1894,Shift B,Team 3
SHP-00494,SKU-022,DEL,2024-09-10,1327,1327,1327,Shift B,Team 1
SHP-00495,SKU-022,DEL,2024-11-19,384,384,384,Shift C,Team 3
SHP-00496,SKU-026,DEL,2024-09-26,841,841,841,Shift B,Team 2
SHP-00497,SKU-016,DEL,2024-10-16,1292,1292,1292,Shift A,Team 1
SHP-00498,SKU-001,MUM,2025-01-03,1521,1521,1521,Shift B,Team 2
SHP-00499,SKU-008,MUM,2025-02-14,1956,1956,1956,Shift A,Team 2
SHP-00500,SKU-029,DEL,2024-10-13,1863,1863,1863,Shift B,Team 3
SHP-00501,SKU-023,MUM,2024-11-28,734,734,734,Shift A,Team 2
SHP-00502,SKU-026,MUM,2025-02-13,1512,1512,1512,Shift A,Team 1
SHP-00503,SKU-006,DEL,2024-12-17,1607,1607,1607,Shift C,Team 2
SHP-00504,SKU-030,MUM,2024-11-02,382,382,382,Shift A,Team 3
SHP-00505,SKU-030,MUM,2024-12-06,1129,1129,1129,Shift A,Team 1
SHP-00506,SKU-020,MUM,2024-12-10,641,641,641,Shift B,Team 3
SHP-00507,SKU-015,DEL,2024-11-03,375,375,375,Shift A,Team 2
SHP-00508,SKU-002,MUM,2024-11-07,881,881,881,Shift B,Team 1
SHP-00509,SKU-005,BLR,2024-11-05,1345,1345,1345,Shift C,Team 1
SHP-00510,SKU-009,MUM,2024-11-24,439,439,439,Shift C,Team 1
SHP-00511,SKU-016,MUM,2024-11-09,1764,1764,1764,Shift A,Team 3
SHP-00512,SKU-004,DEL,2024-11-08,1213,1213,1213,Shift C,Team 1
SHP-00513,SKU-017,BLR,2024-12-01,1884,1884,1884,Shift A,Team 1
SHP-00514,SKU-004,BLR,2024-09-22,873,890,890,Shift C,Team 2
SHP-00515,SKU-009,DEL,2024-09-10,1416,1416,1416,Shift B,Team 1
SHP-00516,SKU-026,BLR,2024-09-14,313,313,313,Shift B,Team 3
SHP-00517,SKU-025,DEL,2024-09-08,1539,1539,1539,Shift B,Team 3
SHP-00518,SKU-007,BLR,2025-02-21,1202,1202,1202,Shift A,Team 2
SHP-00519,SKU-015,MUM,2024-10-21,1585,1585,1585,Shift C,Team 3
SHP-00520,SKU-010,DEL,2024-12-23,504,504,504,Shift A,Team 2
SHP-00521,SKU-019,DEL,2025-01-11,1864,1864,1864,Shift C,Team 2
SHP-00522,SKU-014,BLR,2024-10-19,1995,1995,1995,Shift A,Team 3
SHP-00523,SKU-004,MUM,2024-10-27,1088,1088,1088,Shift B,Team 2
SHP-00524,SKU-020,BLR,2025-01-05,938,938,938,Shift A,Team 2
SHP-00525,SKU-014,DEL,2024-10-21,1924,1924,1924,Shift C,Team 3
SHP-00526,SKU-023,MUM,2024-10-02,1111,1111,1111,Shift B,Team 2
SHP-00527,SKU-016,MUM,2024-09-06,1709,1709,1709,Shift B,Team 1
SHP-00528,SKU-011,BLR,2024-09-17,1333,1333,1333,Shift A,Team 1
SHP-00529,SKU-008,BLR,2024-12-23,1239,1239,1239,Shift C,Team 3
SHP-00530,SKU-026,MUM,2024-12-15,1167,1167,1167,Shift C,Team 1
SHP-00531,SKU-016,BLR,2024-10-17,821,821,821,Shift B,Team 2
SHP-00532,SKU-004,DEL,2024-09-12,1464,1464,1464,Shift B,Team 1
SHP-00533,SKU-027,DEL,2025-01-16,1747,1747,1747,Shift B,Team 1
SHP-00534,SKU-007,BLR,2024-09-30,940,940,940,Shift A,Team 2
SHP-00535,SKU-008,DEL,2024-11-29,1909,1909,1909,Shift A,Team 2
SHP-00536,SKU-026,MUM,2024-10-11,667,667,667,Shift C,Team 2
SHP-00537,SKU-011,BLR,2024-12-27,844,844,844,Shift A,Team 2
SHP-00538,SKU-029,BLR,2024-09-18,1264,1264,1264,Shift C,Team 1
SHP-00539,SKU-029,MUM,2025-01-17,1314,1314,1314,Shift A,Team 3
SHP-00540,SKU-013,BLR,2024-11-19,1685,1644,1644,Shift B,Team 2
SHP-00541,SKU-019,BLR,2024-11-30,729,729,729,Shift A,Team 3
SHP-00542,SKU-004,MUM,2024-12-03,1119,1119,1119,Shift A,Team 1
SHP-00543,SKU-023,BLR,2024-11-19,973,973,973,Shift C,Team 2
SHP-00544,SKU-003,MUM,2024-10-09,388,376,376,Shift B,Team 3
SHP-00545,SKU-014,BLR,2025-01-24,1101,1101,1101,Shift A,Team 1
SHP-00546,SKU-007,BLR,2025-01-12,1132,1132,1132,Shift A,Team 2
SHP-00547,SKU-012,MUM,2024-12-06,821,821,821,Shift C,Team 3
SHP-00548,SKU-004,MUM,2024-10-19,1321,1287,1287,Shift A,Team 2
SHP-00549,SKU-022,MUM,2025-02-06,1119,1119,1119,Shift A,Team 2
SHP-00550,SKU-021,DEL,2025-01-23,381,381,381,Shift C,Team 1
SHP-00551,SKU-025,BLR,2024-09-26,1174,1174,1174,Shift C,Team 2
SHP-00552,SKU-011,DEL,2024-12-25,1022,1022,1022,Shift C,Team 3
SHP-00553,SKU-006,BLR,2024-11-08,723,723,723,Shift C,Team 1
SHP-00554,SKU-005,MUM,2024-09-17,1045,1045,1045,Shift B,Team 1
SHP-00555,SKU-015,BLR,2025-01-11,1332,1332,1332,Shift C,Team 3
SHP-00556,SKU-019,MUM,2025-01-23,1033,1033,1033,Shift A,Team 1
SHP-00557,SKU-027,BLR,2025-01-18,1471,1471,1471,Shift B,Team 2
SHP-00558,SKU-027,BLR,2024-12-01,1245,1245,1245,Shift C,Team 3
SHP-00559,SKU-029,BLR,2025-01-25,1596,1596,1596,Shift A,Team 3
SHP-00560,SKU-021,MUM,2025-02-06,204,214,214,Shift A,Team 2
SHP-00561,SKU-029,BLR,2025-01-19,1904,1904,1904,Shift B,Team 2
SHP-00562,SKU-001,BLR,2024-10-18,455,455,455,Shift A,Team 1
SHP-00563,SKU-016,MUM,2024-09-25,943,943,943,Shift A,Team 1
SHP-00564,SKU-018,BLR,2024-11-12,596,596,596,Shift A,Team 1
SHP-00565,SKU-009,BLR,2024-11-09,592,592,592,Shift B,Team 2
SHP-00566,SKU-011,MUM,2025-02-13,1085,1085,1085,Shift B,Team 3
SHP-00567,SKU-007,BLR,2024-09-14,885,885,885,Shift A,Team 2
SHP-00568,SKU-021,DEL,2024-10-15,398,398,398,Shift B,Team 2
SHP-00569,SKU-008,MUM,2025-01-02,349,349,349,Shift C,Team 3
SHP-00570,SKU-026,DEL,2024-11-21,461,461,461,Shift A,Team 2
SHP-00571,SKU-008,DEL,2024-09-17,1970,1970,1970,Shift B,Team 2
SHP-00572,SKU-017,BLR,2025-02-17,872,872,872,Shift B,Team 1
SHP-00573,SKU-005,DEL,2024-11-07,1832,1832,1832,Shift B,Team 2
SHP-00574,SKU-010,MUM,2025-01-20,1435,1435,1435,Shift A,Team 2
SHP-00575,SKU-030,DEL,2025-01-24,612,612,612,Shift B,Team 2
SHP-00576,SKU-011,BLR,2025-01-26,532,532,532,Shift C,Team 3
SHP-00577,SKU-026,DEL,2025-02-08,1715,1715,1715,Shift A,Team 1
SHP-00578,SKU-030,BLR,2024-11-16,1767,1767,1767,Shift C,Team 1
SHP-00579,SKU-004,MUM,2025-01-23,242,242,242,Shift C,Team 2
SHP-00580,SKU-029,DEL,2025-02-24,1656,1656,1656,Shift B,Team 1
SHP-00581,SKU-028,MUM,2024-12-23,1296,1296,1296,Shift C,Team 3
SHP-00582,SKU-020,DEL,2024-09-22,332,332,332,Shift C,Team 2
SHP-00583,SKU-026,MUM,2025-01-04,1395,1395,1395,Shift A,Team 2
SHP-00584,SKU-009,MUM,2025-01-27,1327,1327,1327,Shift C,Team 3
SHP-00585,SKU-016,DEL,2025-02-09,849,849,849,Shift A,Team 2
SHP-00586,SKU-009,DEL,2025-01-13,666,666,666,Shift B,Team 3
SHP-00587,SKU-023,MUM,2024-11-12,1715,1715,1715,Shift A,Team 2
SHP-00588,SKU-025,MUM,2025-02-18,505,505,505,Shift B,Team 1
SHP-00589,SKU-023,BLR,2024-11-29,1055,1055,1055,Shift B,Team 3
SHP-00590,SKU-011,DEL,2025-01-08,661,661,661,Shift C,Team 2
SHP-00591,SKU-021,MUM,2024-09-13,1836,1836,1836,Shift A,Team 2
SHP-00592,SKU-015,BLR,2025-01-03,1508,1508,1508,Shift A,Team 2
SHP-00593,SKU-010,BLR,2024-10-20,1550,1550,1550,Shift A,Team 1
SHP-00594,SKU-024,MUM,2024-10-01,340,340,340,Shift B,Team 1
SHP-00595,SKU-009,BLR,2025-02-03,613,613,613,Shift C,Team 1
SHP-00596,SKU-010,MUM,2024-12-30,1523,1523,1523,Shift A,Team 1
SHP-00597,SKU-023,DEL,2024-10-20,1364,1364,1364,Shift C,Team 1
SHP-00598,SKU-025,BLR,2024-10-27,1332,1332,1332,Shift A,Team 1
SHP-00599,SKU-024,MUM,2024-10-26,1145,1098,1098,Shift B,Team 3
SHP-00600,SKU-018,BLR,2024-12-30,1545,1545,1545,Shift A,Team 3
