shipment_id,arrdte,last_rcpt_conf_dte,last_upd_dt,warehouse,supplier_code,sku,received_qty,invoice_no,shift,team
SHP-00173,2024-09-08 09:11:31,2024-09-08 10:22:04,2024-09-08 15:54:07,BLR,SUP-001,SKU-028,988,INV-326531,Shift A,Team 2
SHP-00174,2024-10-16 09:57:04,2024-10-16 11:07:10,2024-10-16 16:59:39,DEL,SUP-006,SKU-016,498,INV-818537,Shift A,Team 1
SHP-00175,2025-02-02 15:58:37,2025-02-02 16:46:28,2025-02-02 19:13:27,MUM,SUP-008,SKU-013,880,INV-292455,Shift B,Team 2
SHP-00176,2024-11-24 16:24:10,2024-11-24 17:14:19,2024-11-24 20:09:48,BLR,SUP-008,SKU-011,563,INV-267677,Shift C,Team 2
SHP-00177,2024-12-11 11:43:44,2024-12-11 12:52:44,2024-12-11 17:55:27,BLR,SUP-001,SKU-019,1317,INV-666158,Shift A,Team 3
SHP-00178,2024-12-15 18:24:39,2024-12-15 19:30:27,2024-12-15 20:06:22,MUM,SUP-005,SKU-010,695,INV-163822,Shift A,Team 2
SHP-00179,2025-01-11 22:56:47,2025-01-12 00:21:56,2025-01-12 04:08:28,MUM,SUP-006,SKU-012,1636,INV-214007,Shift C,Team 3
SHP-00180,2024-09-14 16:22:26,2024-09-14 17:46:52,2024-09-14 19:11:17,MUM,SUP-003,SKU-013,1741,INV-894936,Shift B,Team 1
SHP-00181,2024-12-07 14:19:31,2024-12-07 14:57:21,2024-12-07 19:04:15,BLR,SUP-002,SKU-012,250,INV-962187,Shift B,Team 1
SHP-00182,2024-12-28 20:10:44,2024-12-28 20:45:02,2024-12-28 23:46:02,MUM,SUP-007,SKU-012,1175,INV-162389,Shift A,Team 2
SHP-00183,2024-11-30 17:34:07,2024-11-30 18:44:51,2024-11-30 23:22:47,BLR,SUP-003,SKU-017,557,INV-575652,Shift A,Team 3
SHP-00184,2024-12-13 07:35:29,2024-12-13 08:37:31,2024-12-13 12:57:30,DEL,SUP-008,SKU-007,1120,INV-377636,Shift C,Team 3
SHP-00185,2024-10-21 12:30:44,2024-10-21 13:34:21,2024-10-21 17:46:18,DEL,SUP-001,SKU-016,1280,INV-630228,Shift C,Team 2
SHP-00186,2024-10-18 21:20:20,2024-10-18 21:50:35,2024-10-19 00:38:49,MUM,SUP-006,SKU-010,1458,INV-890141,Shift B,Team 1
SHP-00187,2024-12-12 14:07:51,2024-12-12 15:26:58,2024-12-12 16:38:55,MUM,SUP-002,SKU-021,1300,INV-692492,Shift A,Team 3
SHP-00188,2025-02-09 07:31:59,2025-02-09 08:18:45,2025-02-09 09:18:43,DEL,SUP-006,SKU-001,1192,INV-914355,Shift B,Team 1
SHP-00189,2025-01-05 09:23:47,2025-01-05 10:18:57,2025-01-05 14:36:53,MUM,SUP-001,SKU-002,762,INV-713187,Shift A,Team 1
SHP-00190,2024-10-02 11:36:19,2024-10-02 12:37:40,2024-10-02 18:29:52,BLR,SUP-004,SKU-012,1310,INV-281732,Shift A,Team 1
SHP-00191,2024-09-11 13:59:51,2024-09-11 14:35:54,2024-09-11 16:57:56,BLR,SUP-006,SKU-004,1788,INV-783646,Shift B,Team 2
SHP-00192,2025-02-08 10:15:38,2025-02-08 10:50:58,2025-02-08 16:52:53,BLR,SUP-004,SKU-007,1849,INV-454046,Shift B,Team 2
SHP-00193,2025-01-26 11:27:00,2025-01-26 12:58:28,2025-01-26 17:43:38,BLR,SUP-007,SKU-005,1736,INV-709112,Shift C,Team 3
SHP-00194,2024-11-05 20:33:30,2024-11-05 21:29:08,2024-11-06 02:54:34,DEL,SUP-004,SKU-016,491,INV-891730,Shift A,Team 1
SHP-00195,2024-11-14 18:51:09,2024-11-14 19:47:40,2024-11-15 01:36:13,DEL,SUP-003,SKU-019,205,INV-720857,Shift B,Team 1
SHP-00196,2025-01-18 13:14:12,2025-01-18 14:32:34,2025-01-18 14:46:49,BLR,SUP-004,SKU-016,749,INV-228396,Shift A,Team 2
SHP-00197,2024-09-28 18:39:10,2024-09-28 19:17:18,2024-09-29 00:40:07,MUM,SUP-001,SKU-006,1103,INV-565914,Shift B,Team 3
SHP-00198,2024-11-12 09:06:03,2024-11-12 10:57:44,2024-11-12 12:57:28,BLR,SUP-003,SKU-003,961,INV-159183,Shift A,Team 1
SHP-00199,2024-09-26 07:00:49,2024-09-26 08:15:30,2024-09-26 09:58:12,DEL,SUP-008,SKU-022,1111,INV-582120,Shift B,Team 3
SHP-00200,2024-09-29 09:11:34,2024-09-29 09:55:58,2024-09-29 12:55:23,DEL,SUP-007,SKU-010,480,INV-291105,Shift C,Team 2
SHP-00201,2025-02-16 10:19:09,2025-02-16 11:40:07,2025-02-16 15:39:52,BLR,SUP-006,SKU-030,1043,INV-752354,Shift A,Team 3
SHP-00202,2024-12-22 12:26:50,2024-12-22 13:32:26,2024-12-22 14:44:31,DEL,SUP-004,SKU-009,1520,INV-204726,Shift B,Team 2
SHP-00203,2024-10-24 16:32:58,2024-10-24 17:39:02,2024-10-24 19:26:32,BLR,SUP-005,SKU-002,1805,INV-596450,Shift B,Team 1
SHP-00204,2024-09-07 13:51:36,2024-09-07 15:07:23,2024-09-07 19:22:00,BLR,SUP-005,SKU-013,1962,INV-501704,Shift A,Team 1
SHP-00205,2024-09-25 07:24:18,2024-09-25 09:14:26,2024-09-25 13:06:45,DEL,SUP-008,SKU-017,786,INV-947932,Shift A,Team 1
SHP-00206,2024-09-26 11:34:23,2024-09-26 12:57:45,2024-09-26 13:06:00,BLR,SUP-005,SKU-007,1854,INV-430726,Shift A,Team 2
SHP-00207,2024-12-24 18:33:31,2024-12-24 19:18:29,2024-12-24 20:25:31,BLR,SUP-006,SKU-015,1453,INV-824653,Shift A,Team 2
SHP-00208,2024-12-01 15:27:22,2024-12-01 16:25:58,2024-12-01 19:05:02,DEL,SUP-003,SKU-024,730,INV-205242,Shift C,Team 3
SHP-00209,2024-11-11 15:49:43,2024-11-11 16:41:07,2024-11-11 17:57:32,DEL,SUP-008,SKU-016,1132,INV-608679,Shift C,Team 2
SHP-00210,2025-01-13 07:26:29,2025-01-13 08:19:58,2025-01-13 12:46:04,DEL,SUP-003,SKU-001,700,INV-492546,Shift C,Team 3
SHP-00211,2024-11-24 11:23:22,2024-11-24 12:05:11,2024-11-24 14:23:50,BLR,SUP-004,SKU-019,963,INV-842597,Shift B,Team 3
SHP-00212,2024-12-30 21:11:51,2024-12-30 22:10:46,2024-12-31 03:29:06,DEL,SUP-002,SKU-010,870,INV-719394,Shift A,Team 3
SHP-00213,2024-12-07 17:10:26,2024-12-07 17:41:07,2024-12-08 00:14:24,BLR,SUP-008,SKU-018,1757,INV-616568,Shift A,Team 2
SHP-00214,2024-09-03 20:03:42,2024-09-03 21:08:06,2024-09-04 00:31:05,BLR,SUP-004,SKU-024,1689,INV-345868,Shift A,Team 3
SHP-00215,2024-09-14 21:15:53,2024-09-14 22:36:07,2024-09-15 02:18:07,DEL,SUP-006,SKU-012,1138,INV-747507,Shift A,Team 1
SHP-00216,2025-02-19 09:44:53,2025-02-19 11:19:22,2025-02-19 13:17:24,DEL,SUP-007,SKU-028,845,INV-388292,Shift A,Team 3
SHP-00217,2024-10-01 09:46:35,2024-10-01 11:01:54,2024-10-01 13:16:40,DEL,SUP-004,SKU-018,933,INV-969838,Shift C,Team 3
SHP-00218,2024-09-16 11:25:57,2024-09-16 13:05:41,2024-09-16 13:57:47,DEL,SUP-008,SKU-003,1656,INV-241532,Shift B,Team 1
SHP-00219,2024-12-27 15:52:48,2024-12-27 17:08:31,2024-12-27 17:29:17,DEL,SUP-003,SKU-026,486,INV-790447,Shift C,Team 1
SHP-00220,2025-02-01 12:45:36,2025-02-01 14:38:45,2025-02-01 16:26:04,BLR,SUP-006,SKU-001,332,INV-872919,Shift B,Team 1
SHP-00221,2024-12-30 07:29:59,2024-12-30 08:35:15,2024-12-30 13:42:51,MUM,SUP-003,SKU-016,260,INV-292483,Shift B,Team 1
SHP-00222,2025-02-06 16:40:44,2025-02-06 17:58:44,2025-02-06 22:42:32,MUM,SUP-007,SKU-010,1221,INV-276163,Shift B,Team 2
SHP-00223,2024-09-08 14:13:00,2024-09-08 15:20:00,2024-09-08 16:44:57,DEL,SUP-005,SKU-012,1358,INV-289037,Shift C,Team 1
SHP-00224,2025-01-16 13:30:21,2025-01-16 15:25:28,2025-01-16 15:32:59,MUM,SUP-004,SKU-008,526,INV-386813,Shift A,Team 2
SHP-00225,2024-12-12 12:30:01,2024-12-12 13:15:46,2024-12-12 17:25:08,DEL,SUP-001,SKU-019,851,INV-734896,Shift C,Team 3
SHP-00226,2024-10-25 21:23:25,2024-10-25 22:08:44,2024-10-26 01:23:43,BLR,SUP-001,SKU-018,832,INV-240906,Shift B,Team 2
SHP-00227,2025-02-11 11:41:16,2025-02-11 13:33:56,2025-02-11 13:11:21,MUM,SUP-001,SKU-002,244,INV-708921,Shift B,Team 2
SHP-00228,2025-02-20 14:22:14,2025-02-20 14:58:14,2025-02-20 17:02:08,MUM,SUP-001,SKU-010,860,INV-119674,Shift C,Team 1
SHP-00229,2025-02-20 17:30:25,2025-02-20 18:04:54,2025-02-20 22:41:39,DEL,SUP-004,SKU-005,563,INV-357541,Shift B,Team 1
SHP-00230,2025-02-04 12:42:25,2025-02-04 13:28:24,2025-02-04 17:26:22,BLR,SUP-008,SKU-020,652,INV-198195,Shift A,Team 3
SHP-00231,2025-02-12 21:37:32,2025-02-12 23:24:13,2025-02-13 00:27:31,MUM,SUP-007,SKU-011,1114,INV-122300,Shift C,Team 1
SHP-00232,2024-12-27 18:24:50,2024-12-27 19:54:09,2024-12-27 22:40:56,DEL,SUP-005,SKU-016,975,INV-519675,Shift A,Team 3
SHP-00233,2024-12-27 08:25:56,2024-12-27 10:10:43,2024-12-27 14:25:21,BLR,SUP-007,SKU-004,351,INV-236104,Shift B,Team 2
SHP-00234,2025-02-07 22:24:32,2025-02-07 23:41:51,2025-02-08 01:13:09,DEL,SUP-001,SKU-014,1538,INV-115440,Shift C,Team 2
SHP-00235,2025-01-20 11:36:25,2025-01-20 12:22:02,2025-01-20 14:28:36,DEL,SUP-002,SKU-019,1325,INV-566294,Shift B,Team 3
SHP-00236,2024-09-27 06:53:01,2024-09-27 07:43:04,2024-09-27 09:15:47,BLR,SUP-004,SKU-010,367,INV-924705,Shift B,Team 1
SHP-00237,2024-12-05 21:49:32,2024-12-05 23:43:52,2024-12-05 23:24:01,DEL,SUP-005,SKU-015,739,INV-847164,Shift A,Team 2
SHP-00238,2024-12-18 20:11:23,2024-12-18 22:05:52,2024-12-18 23:29:16,DEL,SUP-007,SKU-002,1921,INV-465917,Shift B,Team 2
SHP-00239,2024-09-23 14:08:22,2024-09-23 15:45:46,2024-09-23 16:20:14,DEL,SUP-008,SKU-017,1839,INV-592692,Shift C,Team 2
SHP-00240,2024-10-05 07:34:49,2024-10-05 08:47:42,2024-10-05 12:13:13,DEL,SUP-001,SKU-022,1091,INV-542488,Shift C,Team 1
SHP-00241,2025-01-23 13:21:12,2025-01-23 14:45:36,2025-01-23 19:35:37,DEL,SUP-001,SKU-028,225,INV-958562,Shift B,Team 2
SHP-00242,2025-01-25 19:53:15,2025-01-25 21:05:51,2025-01-26 02:14:26,DEL,SUP-002,SKU-028,1296,INV-636448,Shift C,Team 2
SHP-00243,2024-11-11 13:55:09,2024-11-11 14:32:56,2024-11-11 15:32:16,MUM,SUP-004,SKU-013,2000,INV-280811,Shift B,Team 3
SHP-00244,2025-01-06 20:39:49,2025-01-06 22:29:13,2025-01-06 23:15:37,MUM,SUP-004,SKU-028,666,INV-566927,Shift B,Team 2
SHP-00245,2024-12-25 11:12:39,2024-12-25 11:49:39,2024-12-25 17:20:23,MUM,SUP-004,SKU-028,965,INV-381719,Shift B,Team 2
SHP-00246,2024-10-21 22:08:05,2024-10-21 23:49:44,2024-10-22 04:19:12,DEL,SUP-007,SKU-002,710,INV-700414,Shift B,Team 2
SHP-00247,2024-09-13 10:07:53,2024-09-13 12:07:39,2024-09-13 15:03:11,MUM,SUP-005,SKU-019,1329,INV-910246,Shift C,Team 2
SHP-00248,2024-10-14 21:14:29,2024-10-14 22:18:33,2024-10-15 03:12:49,DEL,SUP-007,SKU-007,1955,INV-686585,Shift C,Team 1
SHP-00249,2024-10-06 16:58:48,2024-10-06 18:10:53,2024-10-06 20:09:55,BLR,SUP-007,SKU-026,825,INV-869594,Shift C,Team 2
SHP-00250,2024-12-31 12:39:09,2024-12-31 13:10:14,2024-12-31 14:31:54,MUM,SUP-006,SKU-020,1013,INV-338169,Shift C,Team 2
SHP-00251,2024-09-18 12:53:46,2024-09-18 13:51:56,2024-09-18 18:09:04,MUM,SUP-005,SKU-023,1534,INV-282851,Shift A,Team 2
SHP-00252,2024-10-07 18:41:13,2024-10-07 19:32:19,2024-10-08 00:32:37,BLR,SUP-001,SKU-010,731,INV-975801,Shift A,Team 3
SHP-00253,2025-01-16 17:26:59,2025-01-16 18:39:54,2025-01-16 23:38:09,DEL,SUP-007,SKU-010,1931,INV-152335,Shift B,Team 2
SHP-00254,2024-10-20 18:33:20,2024-10-20 20:00:29,2024-10-21 01:08:02,BLR,SUP-005,SKU-003,655,INV-332919,Shift B,Team 3
SHP-00255,2024-10-05 13:57:49,2024-10-05 15:14:51,2024-10-05 21:12:02,MUM,SUP-008,SKU-016,598,INV-153717,Shift B,Team 3
SHP-00256,2024-11-28 13:46:37,2024-11-28 15:05:25,2024-11-28 17:31:41,DEL,SUP-006,SKU-015,493,INV-535827,Shift B,Team 2
SHP-00257,2024-12-27 12:01:54,2024-12-27 12:43:44,2024-12-27 18:37:35,MUM,SUP-004,SKU-016,1808,INV-523763,Shift C,Team 1
SHP-00258,2024-09-11 15:44:27,2024-09-11 16:41:11,2024-09-11 19:26:50,MUM,SUP-006,SKU-001,859,INV-956137,Shift C,Team 3
SHP-00259,2024-10-06 07:59:22,2024-10-06 08:32:24,2024-10-06 13:08:35,DEL,SUP-008,SKU-002,810,INV-598469,Shift C,Team 1
SHP-00260,2025-01-06 13:27:56,2025-01-06 14:07:50,2025-01-06 18:25:36,BLR,SUP-005,SKU-030,1862,INV-450771,Shift A,Team 3
SHP-00261,2025-02-16 19:22:35,2025-02-16 21:08:18,2025-02-16 23:36:10,DEL,SUP-001,SKU-020,299,INV-404145,Shift A,Team 2
SHP-00262,2024-12-10 08:07:59,2024-12-10 09:57:24,2024-12-10 12:06:16,DEL,SUP-001,SKU-023,513,INV-338963,Shift C,Team 1
SHP-00263,2025-02-05 18:31:17,2025-02-05 20:23:37,2025-02-05 22:41:12,BLR,SUP-004,SKU-020,441,INV-321536,Shift A,Team 2
SHP-00264,2024-12-17 10:58:59,2024-12-17 12:08:35,2024-12-17 15:22:53,BLR,SUP-007,SKU-016,625,INV-593882,Shift C,Team 1
SHP-00265,2024-09-27 20:08:08,2024-09-27 20:50:20,2024-09-28 00:55:25,DEL,SUP-007,SKU-021,673,INV-530243,Shift B,Team 3
SHP-00266,2024-11-23 14:12:17,2024-11-23 15:52:08,2024-11-23 19:33:32,DEL,SUP-008,SKU-028,1752,INV-632765,Shift C,Team 3
SHP-00267,2024-12-10 20:59:23,2024-12-10 21:49:00,2024-12-11 01:04:31,MUM,SUP-001,SKU-027,989,INV-506019,Shift B,Team 1
SHP-00268,2024-09-29 14:29:10,2024-09-29 15:17:34,2024-09-29 19:25:19,DEL,SUP-003,SKU-026,1365,INV-830202,Shift C,Team 3
SHP-00269,2025-01-05 09:34:02,2025-01-05 11:20:20,2025-01-05 14:46:29,BLR,SUP-007,SKU-011,225,INV-125239,Shift C,Team 2
SHP-00270,2025-01-15 19:30:20,2025-01-15 20:57:43,2025-01-16 01:47:54,BLR,SUP-005,SKU-014,1555,INV-698738,Shift A,Team 1
SHP-00271,2025-02-13 20:45:16,2025-02-13 22:17:47,2025-02-14 03:13:31,BLR,SUP-007,SKU-006,353,INV-902154,Shift C,Team 1
SHP-00272,2024-11-02 09:04:05,2024-11-02 10:10:13,2024-11-02 13:50:19,BLR,SUP-001,SKU-019,1117,INV-526911,Shift B,Team 1
SHP-00273,2024-12-16 07:11:16,2024-12-16 07:46:46,2024-12-16 09:48:31,DEL,SUP-003,SKU-020,1505,INV-705951,Shift C,Team 1
SHP-00274,2024-12-28 12:57:13,2024-12-28 14:52:08,2024-12-28 17:18:03,MUM,SUP-003,SKU-020,1168,INV-903982,Shift C,Team 3
SHP-00275,2025-02-12 20:01:28,2025-02-12 22:01:02,2025-02-12 22:00:18,DEL,SUP-003,SKU-029,536,INV-614366,Shift A,Team 3
SHP-00276,2024-12-29 21:46:55,2024-12-29 23:20:08,2024-12-30 00:12:19,DEL,SUP-004,SKU-011,420,INV-910145,Shift A,Team 2
SHP-00277,2024-09-06 16:39:59,2024-09-06 18:16:21,2024-09-06 18:42:32,BLR,SUP-007,SKU-016,1241,INV-962305,Shift B,Team 3
SHP-00278,2024-12-13 13:34:16,2024-12-13 14:40:44,2024-12-13 16:38:44,MUM,SUP-001,SKU-009,1014,INV-316265,Shift C,Team 3
SHP-00279,2024-11-23 19:16:50,2024-11-23 20:48:39,2024-11-24 00:19:43,BLR,SUP-002,SKU-020,1663,INV-807339,Shift A,Team 2
SHP-00280,2024-12-01 15:54:08,2024-12-01 17:53:11,2024-12-01 19:13:01,BLR,SUP-001,SKU-022,1654,INV-218441,Shift B,Team 2
SHP-00281,2024-12-08 09:10:40,2024-12-08 10:35:36,2024-12-08 15:19:42,DEL,SUP-001,SKU-006,786,INV-498858,Shift C,Team 1
SHP-00282,2024-12-27 08:57:28,2024-12-27 09:58:04,2024-12-27 10:50:20,BLR,SUP-004,SKU-024,1350,INV-102088,Shift B,Team 2
SHP-00283,2024-12-10 14:22:16,2024-12-10 15:40:01,2024-12-10 21:50:55,BLR,SUP-005,SKU-018,310,INV-343269,Shift C,Team 3
SHP-00284,2025-01-20 19:18:46,2025-01-20 20:13:47,2025-01-21 01:16:04,DEL,SUP-001,SKU-024,596,INV-831250,Shift A,Team 3
SHP-00285,2024-12-21 11:46:55,2024-12-21 13:23:33,2024-12-21 17:21:07,DEL,SUP-002,SKU-001,876,INV-534409,Shift B,Team 3
SHP-00286,2025-01-28 15:49:03,2025-01-28 16:19:33,2025-01-28 22:28:40,BLR,SUP-005,SKU-023,850,INV-795545,Shift A,Team 3
SHP-00287,2024-12-01 11:13:29,2024-12-01 13:02:57,2024-12-01 13:24:29,BLR,SUP-001,SKU-007,1741,INV-207957,Shift B,Team 3
SHP-00288,2024-11-04 22:03:16,2024-11-04 23:52:42,2024-11-05 04:39:36,BLR,SUP-003,SKU-020,699,INV-991207,Shift C,Team 3
SHP-00289,2024-11-14 08:52:33,2024-11-14 09:22:41,2024-11-14 10:56:05,MUM,SUP-001,SKU-017,1112,INV-219996,Shift B,Team 1
SHP-00290,2024-10-25 17:47:06,2024-10-25 19:45:03,2024-10-26 00:54:23,DEL,SUP-005,SKU-028,1603,INV-144597,Shift B,Team 1
SHP-00291,2024-09-09 15:03:32,2024-09-09 16:19:44,2024-09-09 17:46:50,MUM,SUP-002,SKU-026,715,INV-576327,Shift A,Team 2
SHP-00292,2024-09-08 14:38:07,2024-09-08 15:23:01,2024-09-08 17:02:12,MUM,SUP-003,SKU-001,1513,INV-782918,Shift B,Team 2
SHP-00293,2024-11-19 17:00:11,2024-11-19 17:59:32,2024-11-19 23:33:28,BLR,SUP-001,SKU-027,1553,INV-579873,Shift A,Team 3
SHP-00294,2024-11-22 17:56:29,2024-11-22 19:18:38,2024-11-22 22:29:15,BLR,SUP-003,SKU-001,1333,INV-772751,Shift C,Team 2
SHP-00295,2024-10-27 18:54:42,2024-10-27 19:32:41,2024-10-28 00:11:59,BLR,SUP-001,SKU-021,1943,INV-543529,Shift C,Team 3
SHP-00296,2024-12-30 18:25:29,2024-12-30 19:49:28,2024-12-30 20:35:55,DEL,SUP-002,SKU-022,337,INV-279820,Shift B,Team 2
SHP-00297,2024-11-14 15:36:58,2024-11-14 16:08:22,2024-11-14 19:28:04,BLR,SUP-003,SKU-020,1550,INV-981508,Shift A,Team 1
SHP-00298,2024-11-21 11:17:12,2024-11-21 12:28:16,2024-11-21 16:32:10,MUM,SUP-003,SKU-024,1512,INV-541743,Shift A,Team 3
SHP-00299,2024-11-21 14:29:14,2024-11-21 15:23:02,2024-11-21 21:23:43,MUM,SUP-006,SKU-009,1958,INV-942078,Shift C,Team 2
SHP-00300,2025-01-10 16:53:46,2025-01-10 17:40:19,2025-01-10 22:10:39,BLR,SUP-008,SKU-019,1029,INV-106154,Shift A,Team 1
SHP-00301,2024-12-06 13:56:56,2024-12-06 15:34:07,2024-12-06 15:30:53,BLR,SUP-003,SKU-005,1151,INV-412744,Shift A,Team 3
SHP-00302,2024-10-08 14:33:42,2024-10-08 15:23:02,2024-10-08 21:19:23,BLR,SUP-002,SKU-019,1550,INV-263798,Shift A,Team 2
SHP-00303,2024-12-06 10:21:37,2024-12-06 10:52:25,2024-12-06 14:02:44,DEL,SUP-005,SKU-013,1161,INV-697558,Shift B,Team 2
SHP-00304,2025-01-29 15:11:17,2025-01-29 17:04:42,2025-01-29 21:37:32,BLR,SUP-007,SKU-021,975,INV-780552,Shift B,Team 1
SHP-00305,2024-11-30 14:41:48,2024-11-30 16:19:41,2024-11-30 16:59:16,DEL,SUP-006,SKU-005,1100,INV-239416,Shift C,Team 2
SHP-00306,2024-12-18 19:53:51,2024-12-18 20:55:47,2024-12-18 21:38:59,BLR,SUP-007,SKU-016,1582,INV-368269,Shift C,Team 1
SHP-00307,2025-02-02 09:49:04,2025-02-02 11:32:26,2025-02-02 15:31:02,DEL,SUP-005,SKU-002,540,INV-812685,Shift A,Team 1
SHP-00308,2024-10-31 14:32:28,2024-10-31 16:16:54,2024-10-31 21:17:00,BLR,SUP-003,SKU-006,649,INV-224630,Shift B,Team 3
SHP-00309,2024-12-29 16:29:23,2024-12-29 18:29:12,2024-12-29 21:24:34,MUM,SUP-006,SKU-001,614,INV-389873,Shift C,Team 2
SHP-00310,2025-01-10 20:03:27,2025-01-10 22:03:22,2025-01-11 00:01:28,BLR,SUP-004,SKU-022,466,INV-548672,Shift A,Team 2
SHP-00311,2025-01-16 13:53:47,2025-01-16 15:05:30,2025-01-16 17:48:57,MUM,SUP-007,SKU-012,1406,INV-397485,Shift C,Team 1
SHP-00312,2025-02-03 21:55:01,2025-02-03 23:17:21,2025-02-04 00:11:35,DEL,SUP-008,SKU-007,211,INV-996867,Shift C,Team 1
SHP-00313,2024-12-17 11:59:05,2024-12-17 12:33:38,2024-12-17 14:17:39,BLR,SUP-007,SKU-028,1297,INV-293482,Shift A,Team 2
SHP-00314,2024-12-07 15:39:32,2024-12-07 16:21:08,2024-12-07 20:32:28,BLR,SUP-007,SKU-010,1383,INV-176201,Shift B,Team 3
SHP-00315,2024-10-27 16:15:19,2024-10-27 17:01:15,2024-10-27 21:15:21,BLR,SUP-007,SKU-022,1647,INV-739917,Shift C,Team 3
SHP-00316,2024-09-18 12:06:19,2024-09-18 12:50:13,2024-09-18 17:32:57,BLR,SUP-004,SKU-020,277,INV-325796,Shift B,Team 3
SHP-00317,2025-02-17 14:33:59,2025-02-17 16:21:50,2025-02-17 20:28:30,BLR,SUP-008,SKU-007,268,INV-844610,Shift B,Team 2
SHP-00318,2024-09-25 12:29:17,2024-09-25 13:32:47,2024-09-25 17:39:13,DEL,SUP-001,SKU-022,1009,INV-415734,Shift A,Team 1
SHP-00319,2025-01-31 12:39:05,2025-01-31 13:24:37,2025-01-31 15:40:49,BLR,SUP-005,SKU-007,1131,INV-737543,Shift A,Team 1
SHP-00320,2024-10-05 20:09:08,2024-10-05 21:33:25,2024-10-05 23:36:59,DEL,SUP-002,SKU-023,1106,INV-262275,Shift A,Team 2
SHP-00321,2024-09-11 13:42:59,2024-09-11 14:13:22,2024-09-11 15:16:31,BLR,SUP-005,SKU-008,1586,INV-152083,Shift C,Team 3
SHP-00322,2024-09-27 13:26:12,2024-09-27 15:19:54,2024-09-27 19:07:38,MUM,SUP-002,SKU-011,355,INV-930901,Shift B,Team 3
SHP-00323,2024-10-24 10:20:02,2024-10-24 11:10:27,2024-10-24 15:44:46,DEL,SUP-005,SKU-027,711,INV-866602,Shift C,Team 1
SHP-00324,2024-09-05 19:42:22,2024-09-05 20:23:00,2024-09-05 22:30:45,BLR,SUP-008,SKU-002,1936,INV-437009,Shift A,Team 3
SHP-00325,2024-10-30 19:08:59,2024-10-30 20:21:17,2024-10-31 01:42:41,BLR,SUP-007,SKU-018,266,INV-775731,Shift B,Team 3
SHP-00326,2024-09-06 17:53:43,2024-09-06 18:38:06,2024-09-06 21:41:52,MUM,SUP-003,SKU-004,866,INV-411271,Shift A,Team 2
SHP-00327,2024-10-21 14:10:37,2024-10-21 15:44:28,2024-10-21 19:24:12,BLR,SUP-003,SKU-028,1020,INV-344876,Shift B,Team 1
SHP-00328,2025-01-24 14:53:23,2025-01-24 16:47:19,2025-01-24 16:34:33,BLR,SUP-007,SKU-005,1838,INV-738196,Shift A,Team 3
SHP-00329,2024-11-18 12:00:50,2024-11-18 13:21:07,2024-11-18 19:10:25,BLR,SUP-003,SKU-006,322,INV-695994,Shift C,Team 1
SHP-00330,2024-09-08 13:13:12,2024-09-08 15:00:21,2024-09-08 18:36:51,MUM,SUP-003,SKU-022,1440,INV-104523,Shift A,Team 2
SHP-00331,2024-09-23 14:33:10,2024-09-23 15:25:18,2024-09-23 20:00:22,MUM,SUP-008,SKU-006,1511,INV-745594,Shift B,Team 2
SHP-00332,2024-11-01 12:41:28,2024-11-01 13:58:49,2024-11-01 14:47:38,DEL,SUP-008,SKU-023,747,INV-260364,Shift C,Team 3
SHP-00333,2024-10-16 10:40:27,2024-10-16 12:19:52,2024-10-16 16:01:33,BLR,SUP-001,SKU-024,1635,INV-424660,Shift A,Team 2
SHP-00334,2024-12-14 15:32:42,2024-12-14 16:13:32,2024-12-14 19:59:22,MUM,SUP-004,SKU-009,1465,INV-176066,Shift C,Team 1
SHP-00335,2025-01-16 20:56:32,2025-01-16 22:22:13,2025-01-17 01:20:06,MUM,SUP-002,SKU-011,1969,INV-113351,Shift A,Team 2
SHP-00336,2025-02-03 14:25:15,2025-02-03 15:12:56,2025-02-03 18:51:43,BLR,SUP-008,SKU-029,1355,INV-466594,Shift A,Team 1
SHP-00337,2024-11-20 13:04:33,2024-11-20 14:42:44,2024-11-20 17:05:25,DEL,SUP-003,SKU-027,1752,INV-147173,Shift A,Team 3
SHP-00338,2024-12-22 20:03:13,2024-12-22 21:29:12,2024-12-22 23:33:17,MUM,SUP-002,SKU-026,214,INV-719484,Shift A,Team 3
SHP-00339,2024-10-29 10:38:37,2024-10-29 11:27:31,2024-10-29 15:02:58,BLR,SUP-005,SKU-030,1455,INV-867308,Shift A,Team 2
SHP-00340,2024-10-19 10:04:11,2024-10-19 11:02:08,2024-10-19 16:40:50,MUM,SUP-005,SKU-015,1465,INV-676664,Shift C,Team 1
SHP-00341,2024-09-29 10:49:18,2024-09-29 12:03:42,2024-09-29 17:00:00,BLR,SUP-007,SKU-003,508,INV-234921,Shift A,Team 2
SHP-00342,2024-11-26 09:42:38,2024-11-26 11:35:42,2024-11-26 17:07:45,MUM,SUP-008,SKU-005,314,INV-533626,Shift B,Team 1
SHP-00343,2024-10-04 20:25:46,2024-10-04 21:50:31,2024-10-05 02:35:38,MUM,SUP-001,SKU-024,268,INV-821484,Shift C,Team 2
SHP-00344,2024-10-14 18:42:29,2024-10-14 20:15:02,2024-10-14 20:44:49,MUM,SUP-003,SKU-030,1325,INV-664357,Shift C,Team 2
SHP-00345,2024-11-01 17:14:19,2024-11-01 18:15:59,2024-11-01 19:12:34,BLR,SUP-005,SKU-004,1010,INV-138838,Shift C,Team 1
