trndte,trlr_id,yard_loc,warehouse,shift
2024-11-11 14:17:43,TRL-6209,YARD,DEL,Shift C
2024-11-11 15:12:52,TRL-6209,DOCK,DEL,Shift C
2025-01-13 06:25:29,TRL-3221,YARD,DEL,Shift C
2025-01-13 07:06:05,TRL-3221,DOCK,DEL,Shift C
2024-11-24 10:02:22,TRL-8808,YARD,BLR,Shift B
2024-11-24 10:52:13,TRL-8808,DOCK,BLR,Shift B
2024-12-30 20:10:51,TRL-8107,YARD,DEL,Shift A
2024-12-30 21:38:56,TRL-8107,DOCK,DEL,Shift A
2024-12-07 16:02:26,TRL-9126,YARD,BLR,Shift A
2024-12-07 16:39:39,TRL-9126,DOCK,BLR,Shift A
2024-09-03 19:19:42,TRL-9995,YARD,BLR,Shift A
2024-09-03 20:43:06,TRL-9995,DOCK,BLR,Shift A
2024-09-14 19:21:53,TRL-7051,YARD,DEL,Shift A
2024-09-14 20:16:47,TRL-7051,DOCK,DEL,Shift A
2025-02-19 09:21:53,TRL-6195,YARD,DEL,Shift A
2025-02-19 10:46:12,TRL-6195,DOCK,DEL,Shift A
2024-10-01 09:11:35,TRL-5766,YARD,DEL,Shift C
2024-10-01 10:24:34,TRL-5766,DOCK,DEL,Shift C
2024-09-16 09:26:57,TRL-2791,YARD,DEL,Shift B
2024-09-16 10:11:00,TRL-2791,DOCK,DEL,Shift B
2024-12-27 14:22:48,TRL-8910,YARD,DEL,Shift C
2024-12-27 15:21:30,TRL-8910,DOCK,DEL,Shift C
2025-02-01 12:08:36,TRL-2146,YARD,BLR,Shift B
2025-02-01 13:07:52,TRL-2146,DOCK,BLR,Shift B
2024-12-30 06:19:59,TRL-6775,YARD,MUM,Shift B
2024-12-30 07:01:18,TRL-6775,DOCK,MUM,Shift B
2025-02-06 15:12:44,TRL-2520,YARD,MUM,Shift B
2025-02-06 16:07:41,TRL-2520,DOCK,MUM,Shift B
2024-09-08 12:31:00,TRL-2315,YARD,DEL,Shift C
2024-09-08 12:54:33,TRL-2315,DOCK,DEL,Shift C
2025-01-16 12:03:21,TRL-6052,YARD,MUM,Shift A
2025-01-16 12:50:29,TRL-6052,DOCK,MUM,Shift A
2024-12-12 10:47:01,TRL-1918,YARD,DEL,Shift C
2024-12-12 11:29:05,TRL-1918,DOCK,DEL,Shift C
2024-10-25 21:03:25,TRL-1714,YARD,BLR,Shift B
2024-10-25 22:12:17,TRL-1714,DOCK,BLR,Shift B
2025-02-11 10:48:16,TRL-4008,YARD,MUM,Shift B
2025-02-11 11:23:29,TRL-4008,DOCK,MUM,Shift B
2025-02-20 12:56:14,TRL-3964,YARD,MUM,Shift C
2025-02-20 14:22:19,TRL-3964,DOCK,MUM,Shift C
2025-02-20 16:26:25,TRL-9049,YARD,DEL,Shift B
2025-02-20 17:29:22,TRL-9049,DOCK,DEL,Shift B
2025-02-04 11:02:25,TRL-1815,YARD,BLR,Shift A
2025-02-04 11:34:53,TRL-1815,DOCK,BLR,Shift A
2025-02-12 19:38:32,TRL-1272,YARD,MUM,Shift C
2025-02-12 20:04:07,TRL-1272,DOCK,MUM,Shift C
2024-12-27 18:02:50,TRL-4214,YARD,DEL,Shift A
2024-12-27 18:27:05,TRL-4214,DOCK,DEL,Shift A
2024-12-27 07:22:56,TRL-3456,YARD,BLR,Shift B
2024-12-27 08:25:27,TRL-3456,DOCK,BLR,Shift B
2025-02-07 20:42:32,TRL-2045,YARD,DEL,Shift C
2025-02-07 21:35:34,TRL-2045,DOCK,DEL,Shift C
2025-01-20 10:13:25,TRL-1591,YARD,DEL,Shift B
2025-01-20 10:49:03,TRL-1591,DOCK,DEL,Shift B
2024-09-27 05:42:01,TRL-1376,YARD,BLR,Shift B
2024-09-27 06:46:38,TRL-1376,DOCK,BLR,Shift B
2024-12-05 21:10:32,TRL-6646,YARD,DEL,Shift A
2024-12-05 22:40:11,TRL-6646,DOCK,DEL,Shift A
2024-12-18 19:22:23,TRL-3655,YARD,DEL,Shift B
2024-12-18 20:41:12,TRL-3655,DOCK,DEL,Shift B
2024-09-23 12:31:22,TRL-7685,YARD,DEL,Shift C
2024-09-23 13:02:10,TRL-7685,DOCK,DEL,Shift C
2024-10-05 05:53:49,TRL-2950,YARD,DEL,Shift C
2024-10-05 06:50:52,TRL-2950,DOCK,DEL,Shift C
2025-01-23 12:40:12,TRL-7298,YARD,DEL,Shift B
2025-01-23 14:01:40,TRL-7298,DOCK,DEL,Shift B
2025-01-25 17:53:15,TRL-1223,YARD,DEL,Shift C
2025-01-25 19:19:40,TRL-1223,DOCK,DEL,Shift C
2024-11-11 13:33:09,TRL-4204,YARD,MUM,Shift B
2024-11-11 14:58:40,TRL-4204,DOCK,MUM,Shift B
2025-01-06 18:39:49,TRL-5287,YARD,MUM,Shift B
2025-01-06 19:07:46,TRL-5287,DOCK,MUM,Shift B
2024-12-25 09:29:39,TRL-7306,YARD,MUM,Shift B
2024-12-25 10:37:56,TRL-7306,DOCK,MUM,Shift B
2024-10-21 21:15:05,TRL-3275,YARD,DEL,Shift B
2024-10-21 22:22:42,TRL-3275,DOCK,DEL,Shift B
2024-09-13 09:01:53,TRL-8392,YARD,MUM,Shift C
2024-09-13 09:34:49,TRL-8392,DOCK,MUM,Shift C
2024-10-14 20:51:29,TRL-5723,YARD,DEL,Shift C
2024-10-14 21:58:46,TRL-5723,DOCK,DEL,Shift C
2024-10-06 15:35:48,TRL-6351,YARD,BLR,Shift C
2024-10-06 16:57:06,TRL-6351,DOCK,BLR,Shift C
2024-12-31 10:57:09,TRL-2507,YARD,MUM,Shift C
2024-12-31 12:09:20,TRL-2507,DOCK,MUM,Shift C
2024-09-18 11:43:46,TRL-5998,YARD,MUM,Shift A
2024-09-18 13:09:43,TRL-5998,DOCK,MUM,Shift A
2024-10-07 17:29:13,TRL-7020,YARD,BLR,Shift A
2024-10-07 18:35:05,TRL-7020,DOCK,BLR,Shift A
2025-01-16 16:34:59,TRL-9127,YARD,DEL,Shift B
2025-01-16 16:53:42,TRL-9127,DOCK,DEL,Shift B
2024-10-20 17:04:20,TRL-7232,YARD,BLR,Shift B
2024-10-20 18:27:04,TRL-7232,DOCK,BLR,Shift B
2024-10-05 12:51:49,TRL-4412,YARD,MUM,Shift B
2024-10-05 13:55:15,TRL-4412,DOCK,MUM,Shift B
2024-11-28 12:39:37,TRL-5147,YARD,DEL,Shift B
2024-11-28 13:11:01,TRL-5147,DOCK,DEL,Shift B
2024-12-27 10:09:54,TRL-6411,YARD,MUM,Shift C
2024-12-27 10:29:49,TRL-6411,DOCK,MUM,Shift C
2024-09-11 14:01:27,TRL-7239,YARD,MUM,Shift C
2024-09-11 14:48:38,TRL-7239,DOCK,MUM,Shift C
2024-10-06 06:31:22,TRL-9994,YARD,DEL,Shift C
2024-10-06 07:36:03,TRL-9994,DOCK,DEL,Shift C
2025-01-06 12:22:56,TRL-7862,YARD,BLR,Shift A
2025-01-06 13:47:29,TRL-7862,DOCK,BLR,Shift A
2025-02-16 18:37:35,TRL-9423,YARD,DEL,Shift A
2025-02-16 19:42:33,TRL-9423,DOCK,DEL,Shift A
2024-12-10 06:43:59,TRL-5385,YARD,DEL,Shift C
2024-12-10 07:13:51,TRL-5385,DOCK,DEL,Shift C
2025-02-05 17:00:17,TRL-5860,YARD,BLR,Shift A
2025-02-05 18:10:53,TRL-5860,DOCK,BLR,Shift A
2024-12-17 09:14:59,TRL-4746,YARD,BLR,Shift C
2024-12-17 10:40:28,TRL-4746,DOCK,BLR,Shift C
2024-09-27 18:25:08,TRL-6786,YARD,DEL,Shift B
2024-09-27 19:21:09,TRL-6786,DOCK,DEL,Shift B
2024-11-23 12:32:17,TRL-8028,YARD,DEL,Shift C
2024-11-23 12:59:17,TRL-8028,DOCK,DEL,Shift C
2024-12-10 19:36:23,TRL-7823,YARD,MUM,Shift B
2024-12-10 20:07:34,TRL-7823,DOCK,MUM,Shift B
2024-09-29 13:31:10,TRL-7416,YARD,DEL,Shift C
2024-09-29 14:24:59,TRL-7416,DOCK,DEL,Shift C
2025-01-05 08:55:02,TRL-4937,YARD,BLR,Shift C
2025-01-05 09:12:13,TRL-4937,DOCK,BLR,Shift C
2025-01-15 18:10:20,TRL-8548,YARD,BLR,Shift A
2025-01-15 18:52:42,TRL-8548,DOCK,BLR,Shift A
2025-02-13 20:25:16,TRL-8716,YARD,BLR,Shift C
2025-02-13 21:49:35,TRL-8716,DOCK,BLR,Shift C
2024-11-02 08:13:05,TRL-5763,YARD,BLR,Shift B
2024-11-02 08:40:00,TRL-5763,DOCK,BLR,Shift B
2024-12-16 05:13:16,TRL-7693,YARD,DEL,Shift C
2024-12-16 06:28:34,TRL-7693,DOCK,DEL,Shift C
2024-12-28 11:13:13,TRL-4578,YARD,MUM,Shift C
2024-12-28 12:30:24,TRL-4578,DOCK,MUM,Shift C
2025-02-12 19:03:28,TRL-5125,YARD,DEL,Shift A
2025-02-12 19:36:45,TRL-5125,DOCK,DEL,Shift A
2024-12-29 20:10:55,TRL-8055,YARD,DEL,Shift A
2024-12-29 21:17:42,TRL-8055,DOCK,DEL,Shift A
2024-09-06 16:15:59,TRL-9774,YARD,BLR,Shift B
2024-09-06 16:57:41,TRL-9774,DOCK,BLR,Shift B
2024-12-13 12:34:16,TRL-6006,YARD,MUM,Shift C
2024-12-13 13:49:14,TRL-6006,DOCK,MUM,Shift C
2024-11-23 17:24:50,TRL-6917,YARD,BLR,Shift A
2024-11-23 17:42:13,TRL-6917,DOCK,BLR,Shift A
2024-12-01 14:26:08,TRL-3865,YARD,BLR,Shift B
2024-12-01 15:01:19,TRL-3865,DOCK,BLR,Shift B
2024-12-08 08:29:40,TRL-8593,YARD,DEL,Shift C
2024-12-08 09:39:37,TRL-8593,DOCK,DEL,Shift C
2024-12-27 08:31:28,TRL-1134,YARD,BLR,Shift B
2024-12-27 09:20:48,TRL-1134,DOCK,BLR,Shift B
2024-12-10 13:40:16,TRL-5593,YARD,BLR,Shift C
2024-12-10 15:04:05,TRL-5593,DOCK,BLR,Shift C
2025-01-20 17:46:46,TRL-4213,YARD,DEL,Shift A
2025-01-20 18:05:11,TRL-4213,DOCK,DEL,Shift A
2024-12-21 10:29:55,TRL-8658,YARD,DEL,Shift B
2024-12-21 11:01:57,TRL-8658,DOCK,DEL,Shift B
2025-01-28 15:11:03,TRL-9028,YARD,BLR,Shift A
2025-01-28 16:29:23,TRL-9028,DOCK,BLR,Shift A
2024-12-01 10:19:29,TRL-6156,YARD,BLR,Shift B
2024-12-01 11:22:06,TRL-6156,DOCK,BLR,Shift B
2024-11-04 20:18:16,TRL-6658,YARD,BLR,Shift C
2024-11-04 21:20:25,TRL-6658,DOCK,BLR,Shift C
2024-11-14 08:02:33,TRL-1078,YARD,MUM,Shift B
2024-11-14 08:59:43,TRL-1078,DOCK,MUM,Shift B
2024-10-25 17:19:06,TRL-1468,YARD,DEL,Shift B
2024-10-25 18:05:43,TRL-1468,DOCK,DEL,Shift B
2024-09-09 13:32:32,TRL-6489,YARD,MUM,Shift A
2024-09-09 15:01:59,TRL-6489,DOCK,MUM,Shift A
2024-09-08 13:33:07,TRL-2801,YARD,MUM,Shift B
2024-09-08 13:51:00,TRL-2801,DOCK,MUM,Shift B
2024-11-19 15:12:11,TRL-3173,YARD,BLR,Shift A
2024-11-19 16:19:28,TRL-3173,DOCK,BLR,Shift A
2024-11-22 16:58:29,TRL-1079,YARD,BLR,Shift C
2024-11-22 18:27:55,TRL-1079,DOCK,BLR,Shift C
2024-10-27 17:10:42,TRL-1379,YARD,BLR,Shift C
2024-10-27 17:39:34,TRL-1379,DOCK,BLR,Shift C
2024-12-30 17:26:29,TRL-2543,YARD,DEL,Shift B
2024-12-30 17:57:12,TRL-2543,DOCK,DEL,Shift B
2024-11-14 15:08:58,TRL-4718,YARD,BLR,Shift A
2024-11-14 15:34:24,TRL-4718,DOCK,BLR,Shift A
2024-11-21 09:41:12,TRL-8602,YARD,MUM,Shift A
2024-11-21 10:16:03,TRL-8602,DOCK,MUM,Shift A
2024-11-21 13:41:14,TRL-4809,YARD,MUM,Shift C
2024-11-21 14:52:31,TRL-4809,DOCK,MUM,Shift C
2025-01-10 16:09:46,TRL-6416,YARD,BLR,Shift A
2025-01-10 16:30:40,TRL-6416,DOCK,BLR,Shift A
2024-12-06 13:22:56,TRL-2647,YARD,BLR,Shift A
2024-12-06 13:48:36,TRL-2647,DOCK,BLR,Shift A
2024-10-08 13:00:42,TRL-6776,YARD,BLR,Shift A
2024-10-08 13:17:53,TRL-6776,DOCK,BLR,Shift A
2024-12-06 09:10:37,TRL-3733,YARD,DEL,Shift B
2024-12-06 09:52:27,TRL-3733,DOCK,DEL,Shift B
2025-01-29 14:18:17,TRL-8548,YARD,BLR,Shift B
2025-01-29 14:44:27,TRL-8548,DOCK,BLR,Shift B
2024-11-30 12:55:48,TRL-8112,YARD,DEL,Shift C
2024-11-30 13:39:19,TRL-8112,DOCK,DEL,Shift C
2024-12-18 18:08:51,TRL-4001,YARD,BLR,Shift C
2024-12-18 18:49:38,TRL-4001,DOCK,BLR,Shift C
2025-02-02 08:22:04,TRL-1837,YARD,DEL,Shift A
2025-02-02 09:04:19,TRL-1837,DOCK,DEL,Shift A
2024-10-31 13:05:28,TRL-4660,YARD,BLR,Shift B
2024-10-31 13:34:53,TRL-4660,DOCK,BLR,Shift B
2024-12-29 15:25:23,TRL-6735,YARD,MUM,Shift C
2024-12-29 16:02:19,TRL-6735,DOCK,MUM,Shift C
2025-01-10 19:10:27,TRL-2314,YARD,BLR,Shift A
2025-01-10 20:12:50,TRL-2314,DOCK,BLR,Shift A
2025-01-16 13:28:47,TRL-8067,YARD,MUM,Shift C
2025-01-16 14:43:38,TRL-8067,DOCK,MUM,Shift C
2025-02-03 20:21:01,TRL-2324,YARD,DEL,Shift C
2025-02-03 20:53:25,TRL-2324,DOCK,DEL,Shift C
2024-12-17 11:29:05,TRL-2536,YARD,BLR,Shift A
2024-12-17 12:19:49,TRL-2536,DOCK,BLR,Shift A
2024-12-07 14:35:32,TRL-5987,YARD,BLR,Shift B
2024-12-07 15:52:41,TRL-5987,DOCK,BLR,Shift B
2024-10-27 14:19:19,TRL-6122,YARD,BLR,Shift C
2024-10-27 15:25:38,TRL-6122,DOCK,BLR,Shift C
2024-09-18 10:17:19,TRL-8434,YARD,BLR,Shift B
2024-09-18 10:34:39,TRL-8434,DOCK,BLR,Shift B
2025-02-17 13:56:59,TRL-7846,YARD,BLR,Shift B
2025-02-17 14:47:31,TRL-7846,DOCK,BLR,Shift B
2024-09-25 11:56:17,TRL-9909,YARD,DEL,Shift A
2024-09-25 12:42:27,TRL-9909,DOCK,DEL,Shift A
2025-01-31 11:48:05,TRL-4273,YARD,BLR,Shift A
2025-01-31 12:36:15,TRL-4273,DOCK,BLR,Shift A
2024-10-05 19:37:08,TRL-7312,YARD,DEL,Shift A
2024-10-05 21:06:57,TRL-7312,DOCK,DEL,Shift A
2024-09-11 13:11:59,TRL-3300,YARD,BLR,Shift C
2024-09-11 14:17:04,TRL-3300,DOCK,BLR,Shift C
2024-09-27 12:19:12,TRL-8792,YARD,MUM,Shift B
2024-09-27 13:46:26,TRL-8792,DOCK,MUM,Shift B
2024-10-24 08:23:02,TRL-3732,YARD,DEL,Shift C
2024-10-24 09:09:56,TRL-3732,DOCK,DEL,Shift C
2024-09-05 19:00:22,TRL-2663,YARD,BLR,Shift A
2024-09-05 20:11:51,TRL-2663,DOCK,BLR,Shift A
2024-10-30 17:43:59,TRL-1470,YARD,BLR,Shift B
2024-10-30 18:18:17,TRL-1470,DOCK,BLR,Shift B
2024-09-06 16:28:43,TRL-2941,YARD,MUM,Shift A
2024-09-06 17:56:53,TRL-2941,DOCK,MUM,Shift A
2024-10-21 13:00:37,TRL-8242,YARD,BLR,Shift B
2024-10-21 13:27:36,TRL-8242,DOCK,BLR,Shift B
2025-01-24 13:39:23,TRL-1970,YARD,BLR,Shift A
2025-01-24 14:37:12,TRL-1970,DOCK,BLR,Shift A
2024-11-18 10:23:50,TRL-2373,YARD,BLR,Shift C
2024-11-18 11:41:15,TRL-2373,DOCK,BLR,Shift C
2024-09-08 12:51:12,TRL-4940,YARD,MUM,Shift A
2024-09-08 14:05:27,TRL-4940,DOCK,MUM,Shift A
2024-09-23 12:54:10,TRL-4848,YARD,MUM,Shift B
2024-09-23 13:53:59,TRL-4848,DOCK,MUM,Shift B
2024-11-01 11:26:28,TRL-2208,YARD,DEL,Shift C
2024-11-01 12:37:19,TRL-2208,DOCK,DEL,Shift C
2024-10-16 09:41:27,TRL-1971,YARD,BLR,Shift A
2024-10-16 10:21:37,TRL-1971,DOCK,BLR,Shift A
2024-12-14 13:40:42,TRL-6405,YARD,MUM,Shift C
2024-12-14 14:41:51,TRL-6405,DOCK,MUM,Shift C
2025-01-16 20:18:32,TRL-9844,YARD,MUM,Shift A
2025-01-16 21:42:21,TRL-9844,DOCK,MUM,Shift A
2025-02-03 12:39:15,TRL-3048,YARD,BLR,Shift A
2025-02-03 13:47:02,TRL-3048,DOCK,BLR,Shift A
2024-11-20 11:48:33,TRL-7861,YARD,DEL,Shift A
2024-11-20 12:20:37,TRL-7861,DOCK,DEL,Shift A
2024-12-22 19:21:13,TRL-2637,YARD,MUM,Shift A
2024-12-22 20:47:38,TRL-2637,DOCK,MUM,Shift A
2024-10-29 09:43:37,TRL-4527,YARD,BLR,Shift A
2024-10-29 10:57:14,TRL-4527,DOCK,BLR,Shift A
2024-10-19 08:33:11,TRL-9700,YARD,MUM,Shift C
2024-10-19 09:27:58,TRL-9700,DOCK,MUM,Shift C
2024-09-29 09:50:18,TRL-1630,YARD,BLR,Shift A
2024-09-29 10:42:57,TRL-1630,DOCK,BLR,Shift A
2024-11-26 07:58:38,TRL-2481,YARD,MUM,Shift B
2024-11-26 08:35:30,TRL-2481,DOCK,MUM,Shift B
2024-10-04 19:58:46,TRL-3494,YARD,MUM,Shift C
2024-10-04 20:24:39,TRL-3494,DOCK,MUM,Shift C
2024-10-14 17:31:29,TRL-4969,YARD,MUM,Shift C
2024-10-14 18:08:49,TRL-4969,DOCK,MUM,Shift C
2024-11-01 15:28:19,TRL-1756,YARD,BLR,Shift C
2024-11-01 15:54:10,TRL-1756,DOCK,BLR,Shift C
2024-09-26 07:40:07,TRL-3878,YARD,BLR,Shift C
2024-09-26 08:49:17,TRL-3878,DOCK,BLR,Shift C
2025-01-06 09:27:53,TRL-2754,YARD,BLR,Shift B
2025-01-06 10:02:02,TRL-2754,DOCK,BLR,Shift B
2025-01-24 10:30:55,TRL-8723,YARD,DEL,Shift A
2025-01-24 11:43:26,TRL-8723,DOCK,DEL,Shift A
2025-01-15 07:54:33,TRL-8234,YARD,BLR,Shift A
2025-01-15 08:44:32,TRL-8234,DOCK,BLR,Shift A
2024-09-20 16:58:03,TRL-2047,YARD,BLR,Shift A
2024-09-20 18:06:55,TRL-2047,DOCK,BLR,Shift A
2025-01-15 15:12:27,TRL-5797,YARD,MUM,Shift C
2025-01-15 15:29:16,TRL-5797,DOCK,MUM,Shift C
2024-12-05 09:03:25,TRL-5673,YARD,MUM,Shift C
2024-12-05 09:37:49,TRL-5673,DOCK,MUM,Shift C
2024-09-17 20:05:22,TRL-2393,YARD,BLR,Shift B
2024-09-17 21:24:10,TRL-2393,DOCK,BLR,Shift B
2025-02-19 09:23:24,TRL-4327,YARD,DEL,Shift B
2025-02-19 10:00:50,TRL-4327,DOCK,DEL,Shift B
2024-10-14 17:11:08,TRL-8141,YARD,MUM,Shift C
2024-10-14 17:54:04,TRL-8141,DOCK,MUM,Shift C
2024-11-24 15:39:20,TRL-2385,YARD,MUM,Shift C
2024-11-24 16:45:45,TRL-2385,DOCK,MUM,Shift C
2024-11-13 14:03:05,TRL-3568,YARD,MUM,Shift B
2024-11-13 15:31:40,TRL-3568,DOCK,MUM,Shift B
2024-09-11 12:35:48,TRL-8926,YARD,BLR,Shift A
2024-09-11 12:59:42,TRL-8926,DOCK,BLR,Shift A
2025-01-05 08:43:28,TRL-2756,YARD,DEL,Shift A
2025-01-05 08:59:39,TRL-2756,DOCK,DEL,Shift A
2024-12-17 20:31:57,TRL-3409,YARD,MUM,Shift C
2024-12-17 21:30:47,TRL-3409,DOCK,MUM,Shift C
2025-01-19 15:19:54,TRL-8662,YARD,MUM,Shift A
2025-01-19 15:44:23,TRL-8662,DOCK,MUM,Shift A
2024-10-07 11:42:04,TRL-6566,YARD,MUM,Shift B
2024-10-07 13:05:17,TRL-6566,DOCK,MUM,Shift B
2024-10-23 13:19:14,TRL-4500,YARD,DEL,Shift B
2024-10-23 14:12:25,TRL-4500,DOCK,DEL,Shift B
2024-12-05 11:57:27,TRL-8001,YARD,DEL,Shift B
2024-12-05 13:03:50,TRL-8001,DOCK,DEL,Shift B
2024-09-14 19:41:18,TRL-2366,YARD,BLR,Shift A
2024-09-14 20:00:19,TRL-2366,DOCK,BLR,Shift A
2024-10-02 10:18:50,TRL-9248,YARD,MUM,Shift C
2024-10-02 10:50:58,TRL-9248,DOCK,MUM,Shift C
2024-12-08 17:13:16,TRL-3549,YARD,BLR,Shift C
2024-12-08 17:35:36,TRL-3549,DOCK,BLR,Shift C
2024-09-30 06:58:35,TRL-5033,YARD,MUM,Shift A
2024-09-30 07:56:07,TRL-5033,DOCK,MUM,Shift A
2025-01-09 13:00:34,TRL-2237,YARD,DEL,Shift A
2025-01-09 13:39:44,TRL-2237,DOCK,DEL,Shift A
2025-01-09 10:18:43,TRL-4568,YARD,BLR,Shift A
2025-01-09 11:08:15,TRL-4568,DOCK,BLR,Shift A
2024-09-24 18:28:18,TRL-8930,YARD,MUM,Shift B
2024-09-24 19:41:15,TRL-8930,DOCK,MUM,Shift B
2025-02-17 09:04:35,TRL-6881,YARD,BLR,Shift A
2025-02-17 10:01:56,TRL-6881,DOCK,BLR,Shift A
2024-09-21 14:22:21,TRL-8392,YARD,DEL,Shift C
2024-09-21 14:37:25,TRL-8392,DOCK,DEL,Shift C
2024-10-21 06:38:39,TRL-5784,YARD,BLR,Shift B
2024-10-21 07:57:25,TRL-5784,DOCK,BLR,Shift B
2025-01-03 08:28:23,TRL-2326,YARD,DEL,Shift C
2025-01-03 09:48:08,TRL-2326,DOCK,DEL,Shift C
2024-10-31 17:43:56,TRL-1925,YARD,DEL,Shift C
2024-10-31 18:19:29,TRL-1925,DOCK,DEL,Shift C
2024-09-14 16:48:47,TRL-1837,YARD,DEL,Shift A
2024-09-14 18:04:26,TRL-1837,DOCK,DEL,Shift A
2025-01-18 13:29:50,TRL-3909,YARD,DEL,Shift B
2025-01-18 13:54:39,TRL-3909,DOCK,DEL,Shift B
2024-12-21 10:38:50,TRL-7181,YARD,MUM,Shift B
2024-12-21 11:54:21,TRL-7181,DOCK,MUM,Shift B
2024-12-17 10:37:05,TRL-4998,YARD,BLR,Shift A
2024-12-17 11:29:09,TRL-4998,DOCK,BLR,Shift A
2024-09-25 07:31:52,TRL-1560,YARD,BLR,Shift B
2024-09-25 08:42:43,TRL-1560,DOCK,BLR,Shift B
2025-02-19 18:22:36,TRL-6073,YARD,DEL,Shift B
2025-02-19 19:03:33,TRL-6073,DOCK,DEL,Shift B
2024-10-05 09:14:20,TRL-1905,YARD,MUM,Shift A
2024-10-05 10:13:55,TRL-1905,DOCK,MUM,Shift A
2024-09-23 15:53:45,TRL-9241,YARD,MUM,Shift C
2024-09-23 16:42:41,TRL-9241,DOCK,MUM,Shift C
2024-09-12 17:27:38,TRL-7497,YARD,MUM,Shift B
2024-09-12 18:00:27,TRL-7497,DOCK,MUM,Shift B
2025-01-29 12:53:01,TRL-1778,YARD,BLR,Shift A
2025-01-29 13:08:39,TRL-1778,DOCK,BLR,Shift A
2024-10-04 18:33:56,TRL-4370,YARD,MUM,Shift A
2024-10-04 19:19:32,TRL-4370,DOCK,MUM,Shift A
2025-02-06 18:16:33,TRL-8524,YARD,BLR,Shift B
2025-02-06 18:57:38,TRL-8524,DOCK,BLR,Shift B
2024-11-02 16:33:53,TRL-2127,YARD,MUM,Shift A
2024-11-02 17:42:12,TRL-2127,DOCK,MUM,Shift A
2025-02-13 09:29:39,TRL-3395,YARD,BLR,Shift A
2025-02-13 10:43:48,TRL-3395,DOCK,BLR,Shift A
2025-02-08 06:05:06,TRL-9875,YARD,MUM,Shift C
2025-02-08 06:27:19,TRL-9875,DOCK,MUM,Shift C
2024-12-18 21:38:48,TRL-2237,YARD,BLR,Shift A
2024-12-18 22:56:03,TRL-2237,DOCK,BLR,Shift A
2024-10-12 10:39:36,TRL-3165,YARD,MUM,Shift B
2024-10-12 11:07:32,TRL-3165,DOCK,MUM,Shift B
2024-11-11 11:06:40,TRL-1794,YARD,BLR,Shift C
2024-11-11 11:45:11,TRL-1794,DOCK,BLR,Shift C
2024-12-25 14:12:52,TRL-4992,YARD,DEL,Shift B
2024-12-25 14:48:55,TRL-4992,DOCK,DEL,Shift B
2024-09-11 14:14:31,TRL-1984,YARD,BLR,Shift B
2024-09-11 15:10:25,TRL-1984,DOCK,BLR,Shift B
2025-01-27 19:18:15,TRL-3616,YARD,DEL,Shift C
2025-01-27 19:33:28,TRL-3616,DOCK,DEL,Shift C
2025-01-19 10:56:19,TRL-4850,YARD,DEL,Shift A
2025-01-19 12:00:37,TRL-4850,DOCK,DEL,Shift A
2024-10-06 06:58:12,TRL-3769,YARD,BLR,Shift C
2024-10-06 08:12:54,TRL-3769,DOCK,BLR,Shift C
2024-11-27 20:43:56,TRL-3847,YARD,BLR,Shift B
2024-11-27 21:56:45,TRL-3847,DOCK,BLR,Shift B
2024-12-27 10:55:26,TRL-4227,YARD,BLR,Shift B
2024-12-27 12:05:16,TRL-4227,DOCK,BLR,Shift B
2025-01-04 06:24:59,TRL-7336,YARD,MUM,Shift A
2025-01-04 06:49:06,TRL-7336,DOCK,MUM,Shift A
2025-01-24 16:29:59,TRL-7735,YARD,MUM,Shift A
2025-01-24 17:16:08,TRL-7735,DOCK,MUM,Shift A
2025-01-25 18:20:08,TRL-1148,YARD,BLR,Shift C
2025-01-25 19:15:26,TRL-1148,DOCK,BLR,Shift C
2024-10-18 10:30:10,TRL-2408,YARD,MUM,Shift A
2024-10-18 11:55:32,TRL-2408,DOCK,MUM,Shift A
2025-02-19 09:27:37,TRL-8846,YARD,BLR,Shift C
2025-02-19 10:37:59,TRL-8846,DOCK,BLR,Shift C
2024-09-25 14:50:32,TRL-1206,YARD,MUM,Shift C
2024-09-25 16:01:42,TRL-1206,DOCK,MUM,Shift C
2024-09-10 08:45:25,TRL-6017,YARD,MUM,Shift A
2024-09-10 09:36:52,TRL-6017,DOCK,MUM,Shift A
2025-01-24 12:48:27,TRL-8899,YARD,MUM,Shift B
2025-01-24 13:06:54,TRL-8899,DOCK,MUM,Shift B
2024-10-07 16:31:46,TRL-1379,YARD,MUM,Shift A
2024-10-07 16:56:28,TRL-1379,DOCK,MUM,Shift A
2024-10-30 07:14:21,TRL-5210,YARD,MUM,Shift A
2024-10-30 08:23:08,TRL-5210,DOCK,MUM,Shift A
2024-10-02 15:57:34,TRL-1825,YARD,BLR,Shift B
2024-10-02 17:21:03,TRL-1825,DOCK,BLR,Shift B
2024-12-31 16:48:10,TRL-8483,YARD,BLR,Shift B
2024-12-31 17:35:41,TRL-8483,DOCK,BLR,Shift B
2024-11-29 11:39:09,TRL-5407,YARD,BLR,Shift A
2024-11-29 12:21:32,TRL-5407,DOCK,BLR,Shift A
2024-10-16 14:15:35,TRL-1451,YARD,BLR,Shift C
2024-10-16 15:20:55,TRL-1451,DOCK,BLR,Shift C
2024-09-06 18:33:21,TRL-6253,YARD,MUM,Shift B
2024-09-06 19:01:52,TRL-6253,DOCK,MUM,Shift B
2024-09-12 12:39:31,TRL-8516,YARD,MUM,Shift C
