order_id,shipment_id,warehouse,sku,alloc_dte,pick_dte,stage_dte,load_dte,early_shpdte,dispatch_dte,shift,team
ORD-149757,SHP-00724,DEL,SKU-008,2025-02-10 01:10:33,2025-02-10 03:28:45,2025-02-10 04:32:00,2025-02-10 05:35:15,2025-02-10 09:00:43,2025-02-10 08:48:43,Shift C,Team 3
ORD-675699,SHP-00725,MUM,SKU-004,2024-11-10 01:27:51,2024-11-10 03:33:17,2024-11-10 05:35:56,2024-11-10 07:38:36,2024-11-10 09:52:38,2024-11-10 09:39:38,Shift B,Team 3
ORD-526536,SHP-00726,DEL,SKU-001,2024-10-24 01:22:51,2024-10-24 03:19:12,2024-10-24 05:03:13,2024-10-24 06:47:14,2024-10-24 09:55:17,2024-10-24 09:33:17,Shift C,Team 3
ORD-939091,SHP-00727,MUM,SKU-028,2024-10-17 01:29:25,2024-10-17 03:51:26,2024-10-17 04:59:06,2024-10-17 06:06:45,2024-10-17 07:39:10,2024-10-17 07:21:10,Shift B,Team 2
ORD-685484,SHP-00728,DEL,SKU-001,2024-11-05 00:35:32,2024-11-05 01:45:53,2024-11-05 03:31:27,2024-11-05 05:17:00,2024-11-05 07:52:18,2024-11-05 07:25:18,Shift C,Team 1
ORD-248225,SHP-00729,DEL,SKU-016,2024-10-06 00:31:48,2024-10-06 01:53:20,2024-10-06 03:11:52,2024-10-06 04:30:24,2024-10-06 09:17:25,2024-10-06 11:17:19,Shift B,Team 3
ORD-260118,SHP-00730,MUM,SKU-007,2024-12-12 01:17:56,2024-12-12 03:11:15,2024-12-12 04:49:56,2024-12-12 06:28:38,2024-12-12 07:13:47,2024-12-12 10:20:27,Shift A,Team 2
ORD-748149,SHP-00731,MUM,SKU-011,2025-01-03 00:53:27,2025-01-03 01:58:40,2025-01-03 04:03:04,2025-01-03 06:07:28,2025-01-03 09:15:12,2025-01-03 08:53:12,Shift C,Team 1
ORD-209724,SHP-00732,DEL,SKU-010,2024-09-09 01:21:34,2024-09-09 03:02:54,2024-09-09 04:23:15,2024-09-09 05:43:36,2024-09-09 09:16:03,2024-09-09 09:04:03,Shift C,Team 3
ORD-823540,SHP-00733,MUM,SKU-011,2024-12-01 00:31:33,2024-12-01 01:49:11,2024-12-01 03:33:57,2024-12-01 05:18:44,2024-12-01 09:11:03,2024-12-01 08:44:03,Shift C,Team 1
ORD-890369,SHP-00734,DEL,SKU-007,2024-12-08 01:10:18,2024-12-08 03:38:12,2024-12-08 04:43:08,2024-12-08 05:48:04,2024-12-08 09:04:12,2024-12-08 08:37:12,Shift C,Team 3
ORD-267811,SHP-00735,MUM,SKU-004,2024-10-21 01:28:15,2024-10-21 03:54:07,2024-10-21 06:02:30,2024-10-21 08:10:52,2024-10-21 08:08:14,2024-10-21 08:07:14,Shift C,Team 2
ORD-229496,SHP-00736,DEL,SKU-013,2024-12-28 00:55:28,2024-12-28 03:13:44,2024-12-28 04:15:47,2024-12-28 05:17:49,2024-12-28 08:49:21,2024-12-28 08:30:21,Shift B,Team 3
ORD-627913,SHP-00737,DEL,SKU-016,2024-11-10 01:21:45,2024-11-10 03:48:51,2024-11-10 05:24:36,2024-11-10 07:00:21,2024-11-10 09:35:02,2024-11-10 09:11:02,Shift A,Team 1
ORD-949925,SHP-00738,DEL,SKU-001,2024-09-27 00:44:52,2024-09-27 02:46:58,2024-09-27 03:52:18,2024-09-27 04:57:38,2024-09-27 09:13:35,2024-09-27 08:47:35,Shift B,Team 2
ORD-781976,SHP-00739,MUM,SKU-009,2024-09-14 00:30:32,2024-09-14 01:32:54,2024-09-14 03:17:30,2024-09-14 05:02:05,2024-09-14 07:49:22,2024-09-14 07:36:22,Shift B,Team 3
ORD-253103,SHP-00740,BLR,SKU-019,2024-10-03 00:41:52,2024-10-03 01:58:18,2024-10-03 03:25:09,2024-10-03 04:51:59,2024-10-03 09:23:50,2024-10-03 08:55:50,Shift A,Team 3
ORD-620690,SHP-00741,BLR,SKU-010,2024-11-11 01:02:04,2024-11-11 02:46:15,2024-11-11 04:11:55,2024-11-11 05:37:36,2024-11-11 09:04:49,2024-11-11 08:45:49,Shift C,Team 3
ORD-111662,SHP-00742,BLR,SKU-007,2025-01-05 01:22:30,2025-01-05 02:37:54,2025-01-05 04:20:02,2025-01-05 06:02:10,2025-01-05 07:00:56,2025-01-05 06:55:56,Shift B,Team 3
ORD-938496,SHP-00743,BLR,SKU-005,2024-11-19 00:38:31,2024-11-19 02:55:06,2024-11-19 04:24:21,2024-11-19 05:53:36,2024-11-19 09:04:38,2024-11-19 08:47:38,Shift C,Team 3
ORD-235797,SHP-00744,MUM,SKU-028,2024-11-11 01:26:43,2024-11-11 03:33:34,2024-11-11 05:05:37,2024-11-11 06:37:40,2024-11-11 07:20:15,2024-11-11 07:17:15,Shift A,Team 3
ORD-837630,SHP-00745,MUM,SKU-018,2024-09-08 01:23:38,2024-09-08 03:49:34,2024-09-08 05:59:56,2024-09-08 08:10:17,2024-09-08 09:45:28,2024-09-08 09:40:28,Shift A,Team 1
ORD-776738,SHP-00746,MUM,SKU-030,2024-09-26 01:16:41,2024-09-26 02:37:51,2024-09-26 04:22:28,2024-09-26 06:07:04,2024-09-26 07:37:06,2024-09-26 07:31:06,Shift C,Team 2
ORD-745592,SHP-00747,BLR,SKU-002,2024-09-13 00:53:46,2024-09-13 02:44:24,2024-09-13 04:41:33,2024-09-13 06:38:41,2024-09-13 07:43:17,2024-09-13 07:35:17,Shift B,Team 3
ORD-300670,SHP-00748,BLR,SKU-029,2024-12-10 01:11:41,2024-12-10 02:48:41,2024-12-10 04:28:12,2024-12-10 06:07:42,2024-12-10 08:14:23,2024-12-10 10:14:38,Shift C,Team 2
ORD-466632,SHP-00749,MUM,SKU-030,2024-10-18 00:55:50,2024-10-18 02:39:00,2024-10-18 04:43:03,2024-10-18 06:47:06,2024-10-18 07:41:33,2024-10-18 07:37:33,Shift A,Team 2
ORD-852058,SHP-00750,DEL,SKU-009,2024-12-19 00:32:18,2024-12-19 01:52:50,2024-12-19 03:33:59,2024-12-19 05:15:09,2024-12-19 07:30:21,2024-12-19 07:18:21,Shift A,Team 2
ORD-124188,SHP-00751,DEL,SKU-017,2024-12-30 00:32:14,2024-12-30 01:55:39,2024-12-30 03:41:51,2024-12-30 05:28:03,2024-12-30 07:18:37,2024-12-30 07:10:37,Shift C,Team 1
ORD-116709,SHP-00752,MUM,SKU-012,2025-01-18 00:45:11,2025-01-18 01:52:20,2025-01-18 03:31:52,2025-01-18 05:11:25,2025-01-18 09:07:12,2025-01-18 08:45:12,Shift B,Team 1
ORD-281930,SHP-00753,BLR,SKU-022,2024-11-09 00:52:45,2024-11-09 01:58:54,2024-11-09 03:36:10,2024-11-09 05:13:26,2024-11-09 07:18:21,2024-11-09 07:18:21,Shift A,Team 2
ORD-476032,SHP-00754,DEL,SKU-029,2024-12-06 01:21:35,2024-12-06 03:40:33,2024-12-06 04:47:24,2024-12-06 05:54:15,2024-12-06 07:29:56,2024-12-06 07:29:56,Shift B,Team 2
ORD-943729,SHP-00755,MUM,SKU-027,2024-12-16 01:16:57,2024-12-16 02:47:42,2024-12-16 04:51:32,2024-12-16 06:55:23,2024-12-16 09:54:50,2024-12-16 11:22:44,Shift B,Team 3
ORD-852895,SHP-00756,DEL,SKU-010,2024-12-29 00:53:53,2024-12-29 03:21:10,2024-12-29 04:55:21,2024-12-29 06:29:32,2024-12-29 09:46:28,2024-12-29 15:36:53,Shift C,Team 1
ORD-765388,SHP-00757,MUM,SKU-012,2024-11-12 01:29:30,2024-11-12 03:14:29,2024-11-12 04:22:32,2024-11-12 05:30:35,2024-11-12 07:04:54,2024-11-12 06:39:54,Shift C,Team 3
ORD-556813,SHP-00758,BLR,SKU-024,2024-09-23 01:10:35,2024-09-23 03:07:28,2024-09-23 04:35:47,2024-09-23 06:04:07,2024-09-23 09:32:34,2024-09-23 09:19:34,Shift B,Team 3
ORD-198323,SHP-00759,DEL,SKU-006,2024-12-12 01:17:16,2024-12-12 02:19:51,2024-12-12 03:40:38,2024-12-12 05:01:24,2024-12-12 07:15:31,2024-12-12 07:02:31,Shift B,Team 2
ORD-552371,SHP-00760,DEL,SKU-019,2024-10-22 01:08:36,2024-10-22 02:21:00,2024-10-22 04:05:41,2024-10-22 05:50:22,2024-10-22 07:39:41,2024-10-22 07:14:41,Shift A,Team 1
ORD-656629,SHP-00761,MUM,SKU-030,2024-12-29 01:05:13,2024-12-29 03:26:51,2024-12-29 05:28:41,2024-12-29 07:30:31,2024-12-29 08:57:17,2024-12-29 08:33:17,Shift C,Team 3
ORD-499420,SHP-00762,DEL,SKU-019,2024-12-05 00:56:42,2024-12-05 03:15:12,2024-12-05 04:33:53,2024-12-05 05:52:35,2024-12-05 07:41:42,2024-12-05 07:16:42,Shift B,Team 2
ORD-177666,SHP-00763,BLR,SKU-004,2024-09-22 01:22:29,2024-09-22 03:47:17,2024-09-22 05:16:31,2024-09-22 06:45:45,2024-09-22 08:21:10,2024-09-22 12:04:23,Shift A,Team 2
ORD-778590,SHP-00764,BLR,SKU-016,2024-10-23 00:45:31,2024-10-23 02:55:47,2024-10-23 04:50:12,2024-10-23 06:44:37,2024-10-23 09:02:56,2024-10-23 09:43:52,Shift A,Team 1
ORD-192467,SHP-00765,DEL,SKU-004,2024-10-22 00:36:48,2024-10-22 01:53:49,2024-10-22 04:06:08,2024-10-22 06:18:27,2024-10-22 09:34:06,2024-10-22 09:04:06,Shift A,Team 3
ORD-109564,SHP-00766,MUM,SKU-018,2024-10-18 00:31:09,2024-10-18 01:55:54,2024-10-18 03:43:24,2024-10-18 05:30:53,2024-10-18 07:48:57,2024-10-18 07:18:57,Shift B,Team 2
ORD-889825,SHP-00767,DEL,SKU-010,2024-10-14 00:58:25,2024-10-14 02:40:08,2024-10-14 03:41:32,2024-10-14 04:42:56,2024-10-14 09:25:53,2024-10-14 11:45:01,Shift B,Team 1
ORD-324729,SHP-00768,DEL,SKU-004,2024-12-18 01:09:38,2024-12-18 02:39:49,2024-12-18 04:43:42,2024-12-18 06:47:35,2024-12-18 07:32:37,2024-12-18 09:26:48,Shift C,Team 1
ORD-896842,SHP-00769,MUM,SKU-017,2024-10-06 01:06:47,2024-10-06 02:41:37,2024-10-06 04:33:28,2024-10-06 06:25:19,2024-10-06 09:30:21,2024-10-06 14:08:22,Shift C,Team 3
ORD-646366,SHP-00770,DEL,SKU-009,2024-11-26 00:58:33,2024-11-26 03:01:08,2024-11-26 05:28:21,2024-11-26 07:55:35,2024-11-26 07:23:28,2024-11-26 07:07:28,Shift C,Team 2
ORD-276672,SHP-00771,MUM,SKU-009,2025-02-16 00:30:27,2025-02-16 01:31:32,2025-02-16 03:08:53,2025-02-16 04:46:13,2025-02-16 09:40:01,2025-02-16 14:07:06,Shift C,Team 3
ORD-717738,SHP-00772,DEL,SKU-016,2024-10-11 00:34:00,2024-10-11 03:03:21,2024-10-11 04:21:47,2024-10-11 05:40:12,2024-10-11 08:44:23,2024-10-11 08:22:23,Shift C,Team 1
ORD-690723,SHP-00773,MUM,SKU-025,2024-09-16 01:15:04,2024-09-16 03:07:43,2024-09-16 04:28:48,2024-09-16 05:49:53,2024-09-16 09:26:54,2024-09-16 09:09:54,Shift C,Team 1
ORD-561897,SHP-00774,DEL,SKU-022,2024-10-22 00:43:40,2024-10-22 01:58:17,2024-10-22 03:23:20,2024-10-22 04:48:24,2024-10-22 08:49:05,2024-10-22 08:28:05,Shift A,Team 3
ORD-197492,SHP-00775,DEL,SKU-012,2025-02-09 01:27:19,2025-02-09 03:44:02,2025-02-09 04:48:48,2025-02-09 05:53:34,2025-02-09 08:23:43,2025-02-09 09:27:51,Shift C,Team 2
ORD-159030,SHP-00776,BLR,SKU-016,2024-10-19 01:10:59,2024-10-19 03:07:03,2024-10-19 05:04:18,2024-10-19 07:01:34,2024-10-19 08:12:54,2024-10-19 07:49:54,Shift C,Team 2
ORD-789447,SHP-00777,MUM,SKU-008,2025-01-24 00:44:21,2025-01-24 03:01:26,2025-01-24 05:20:05,2025-01-24 07:38:45,2025-01-24 09:49:11,2025-01-24 09:40:11,Shift C,Team 2
ORD-683630,SHP-00778,MUM,SKU-010,2024-09-18 00:35:23,2024-09-18 02:58:16,2024-09-18 04:24:14,2024-09-18 05:50:11,2024-09-18 09:40:23,2024-09-18 09:15:23,Shift B,Team 3
ORD-757236,SHP-00779,BLR,SKU-002,2024-09-29 00:44:42,2024-09-29 02:48:56,2024-09-29 04:58:35,2024-09-29 07:08:14,2024-09-29 09:39:39,2024-09-29 11:16:19,Shift C,Team 3
ORD-447842,SHP-00780,MUM,SKU-023,2025-01-05 00:42:47,2025-01-05 01:58:00,2025-01-05 03:46:08,2025-01-05 05:34:16,2025-01-05 08:04:39,2025-01-05 07:49:39,Shift B,Team 3
ORD-274901,SHP-00781,DEL,SKU-021,2024-10-04 01:04:25,2024-10-04 02:54:21,2024-10-04 04:53:43,2024-10-04 06:53:04,2024-10-04 07:24:56,2024-10-04 09:59:47,Shift B,Team 3
ORD-294585,SHP-00782,DEL,SKU-018,2024-12-07 01:08:13,2024-12-07 03:33:47,2024-12-07 05:16:17,2024-12-07 06:58:48,2024-12-07 08:01:29,2024-12-07 07:33:29,Shift A,Team 3
ORD-101688,SHP-00783,DEL,SKU-008,2025-02-05 01:13:43,2025-02-05 03:42:20,2025-02-05 05:57:33,2025-02-05 08:12:46,2025-02-05 09:52:49,2025-02-05 14:05:37,Shift A,Team 3
ORD-491660,SHP-00784,BLR,SKU-002,2024-09-04 01:01:18,2024-09-04 02:54:48,2024-09-04 04:01:22,2024-09-04 05:07:56,2024-09-04 07:00:21,2024-09-04 06:57:21,Shift A,Team 1
ORD-639218,SHP-00785,DEL,SKU-018,2025-02-03 00:36:57,2025-02-03 02:14:26,2025-02-03 03:21:17,2025-02-03 04:28:08,2025-02-03 07:46:24,2025-02-03 07:26:24,Shift B,Team 2
ORD-814613,SHP-00786,BLR,SKU-017,2025-01-20 00:34:54,2025-01-20 01:44:10,2025-01-20 03:36:36,2025-01-20 05:29:02,2025-01-20 07:10:51,2025-01-20 06:59:51,Shift B,Team 2
ORD-626785,SHP-00787,BLR,SKU-024,2024-09-21 01:18:00,2024-09-21 02:33:32,2024-09-21 04:42:36,2024-09-21 06:51:40,2024-09-21 08:28:06,2024-09-21 13:26:30,Shift A,Team 3
ORD-940654,SHP-00788,BLR,SKU-009,2024-09-06 01:10:13,2024-09-06 03:32:46,2024-09-06 05:50:00,2024-09-06 08:07:13,2024-09-06 09:54:36,2024-09-06 09:39:36,Shift C,Team 1
ORD-394362,SHP-00789,MUM,SKU-018,2024-12-08 01:29:59,2024-12-08 03:30:13,2024-12-08 05:57:33,2024-12-08 08:24:54,2024-12-08 09:30:58,2024-12-08 09:16:58,Shift C,Team 2
ORD-253678,SHP-00790,MUM,SKU-027,2024-10-26 00:30:17,2024-10-26 02:12:28,2024-10-26 04:02:55,2024-10-26 05:53:21,2024-10-26 07:26:27,2024-10-26 07:16:27,Shift A,Team 1
ORD-185103,SHP-00791,BLR,SKU-013,2024-12-28 01:25:53,2024-12-28 02:39:59,2024-12-28 04:47:35,2024-12-28 06:55:10,2024-12-28 08:39:53,2024-12-28 08:34:53,Shift B,Team 2
ORD-843565,SHP-00792,MUM,SKU-002,2025-01-17 01:15:17,2025-01-17 02:51:51,2025-01-17 04:43:18,2025-01-17 06:34:46,2025-01-17 08:50:36,2025-01-17 08:37:36,Shift B,Team 3
ORD-627377,SHP-00793,DEL,SKU-001,2025-01-24 01:13:40,2025-01-24 02:27:02,2025-01-24 04:05:46,2025-01-24 05:44:30,2025-01-24 09:31:50,2025-01-24 09:25:50,Shift C,Team 3
ORD-842955,SHP-00794,MUM,SKU-011,2024-09-21 01:19:44,2024-09-21 03:17:55,2024-09-21 04:50:25,2024-09-21 06:22:54,2024-09-21 07:55:20,2024-09-21 07:34:20,Shift B,Team 2
ORD-840036,SHP-00795,BLR,SKU-017,2025-02-06 01:01:46,2025-02-06 03:29:32,2025-02-06 05:38:42,2025-02-06 07:47:52,2025-02-06 07:02:29,2025-02-06 06:39:29,Shift C,Team 2
ORD-264091,SHP-00796,MUM,SKU-008,2024-11-30 00:58:20,2024-11-30 03:13:13,2024-11-30 05:20:39,2024-11-30 07:28:05,2024-11-30 07:03:48,2024-11-30 06:56:48,Shift B,Team 2
ORD-979787,SHP-00797,BLR,SKU-026,2024-09-19 00:59:14,2024-09-19 03:09:08,2024-09-19 04:56:38,2024-09-19 06:44:08,2024-09-19 09:11:58,2024-09-19 13:34:38,Shift C,Team 3
ORD-748878,SHP-00798,DEL,SKU-019,2024-09-12 00:56:04,2024-09-12 03:08:45,2024-09-12 05:00:57,2024-09-12 06:53:10,2024-09-12 08:29:46,2024-09-12 08:05:46,Shift B,Team 2
ORD-381249,SHP-00799,BLR,SKU-021,2024-12-06 01:12:22,2024-12-06 03:03:44,2024-12-06 05:23:46,2024-12-06 07:43:48,2024-12-06 07:49:07,2024-12-06 07:45:07,Shift C,Team 2
ORD-175436,SHP-00800,BLR,SKU-002,2024-10-02 01:10:20,2024-10-02 03:12:35,2024-10-02 04:56:50,2024-10-02 06:41:05,2024-10-02 08:19:14,2024-10-02 07:58:14,Shift B,Team 3
ORD-217013,SHP-00801,MUM,SKU-004,2024-11-02 00:40:33,2024-11-02 02:17:26,2024-11-02 03:22:46,2024-11-02 04:28:06,2024-11-02 07:51:33,2024-11-02 07:26:33,Shift C,Team 2
ORD-547498,SHP-00802,DEL,SKU-008,2025-02-02 00:50:25,2025-02-02 02:18:55,2025-02-02 03:30:54,2025-02-02 04:42:54,2025-02-02 08:04:52,2025-02-02 07:40:52,Shift A,Team 3
ORD-152240,SHP-00803,BLR,SKU-017,2024-11-06 01:05:53,2024-11-06 02:20:17,2024-11-06 03:29:33,2024-11-06 04:38:49,2024-11-06 07:48:51,2024-11-06 07:37:51,Shift C,Team 1
ORD-957920,SHP-00804,DEL,SKU-016,2024-11-07 00:30:12,2024-11-07 02:52:57,2024-11-07 03:56:35,2024-11-07 05:00:13,2024-11-07 09:17:38,2024-11-07 09:16:38,Shift A,Team 1
ORD-300981,SHP-00805,DEL,SKU-023,2024-12-09 00:41:09,2024-12-09 03:08:54,2024-12-09 04:44:38,2024-12-09 06:20:23,2024-12-09 07:40:38,2024-12-09 07:13:38,Shift A,Team 1
ORD-598493,SHP-00806,BLR,SKU-015,2024-11-30 01:14:35,2024-11-30 03:14:17,2024-11-30 05:35:39,2024-11-30 07:57:00,2024-11-30 09:51:32,2024-11-30 09:37:32,Shift C,Team 3
ORD-394421,SHP-00807,BLR,SKU-013,2024-10-09 00:43:21,2024-10-09 01:44:16,2024-10-09 04:06:13,2024-10-09 06:28:09,2024-10-09 09:59:50,2024-10-09 09:35:50,Shift A,Team 1
ORD-667751,SHP-00808,MUM,SKU-017,2024-09-13 01:19:12,2024-09-13 03:29:00,2024-09-13 04:32:31,2024-09-13 05:36:03,2024-09-13 08:00:18,2024-09-13 07:50:18,Shift C,Team 1
ORD-729357,SHP-00809,DEL,SKU-006,2025-01-11 00:38:47,2025-01-11 01:52:09,2025-01-11 03:34:00,2025-01-11 05:15:51,2025-01-11 08:06:15,2025-01-11 07:44:15,Shift A,Team 2
ORD-151191,SHP-00810,MUM,SKU-007,2024-10-30 01:03:28,2024-10-30 02:46:52,2024-10-30 04:43:50,2024-10-30 06:40:47,2024-10-30 07:04:27,2024-10-30 06:53:27,Shift C,Team 3
ORD-557067,SHP-00811,BLR,SKU-019,2024-09-02 01:20:26,2024-09-02 03:39:36,2024-09-02 05:15:33,2024-09-02 06:51:30,2024-09-02 08:13:28,2024-09-02 09:47:32,Shift C,Team 3
ORD-135217,SHP-00812,DEL,SKU-009,2025-01-05 00:59:33,2025-01-05 02:20:18,2025-01-05 04:49:39,2025-01-05 07:19:01,2025-01-05 08:35:54,2025-01-05 08:23:54,Shift B,Team 1
ORD-414585,SHP-00813,MUM,SKU-023,2024-11-25 00:39:33,2024-11-25 03:04:44,2024-11-25 04:51:30,2024-11-25 06:38:16,2024-11-25 09:41:08,2024-11-25 09:15:08,Shift C,Team 1
ORD-449850,SHP-00814,MUM,SKU-021,2025-02-17 00:43:08,2025-02-17 02:43:49,2025-02-17 04:00:35,2025-02-17 05:17:20,2025-02-17 07:37:25,2025-02-17 07:12:25,Shift A,Team 2
ORD-933157,SHP-00815,MUM,SKU-029,2025-01-03 00:43:45,2025-01-03 02:26:12,2025-01-03 04:35:13,2025-01-03 06:44:13,2025-01-03 09:39:21,2025-01-03 09:17:21,Shift C,Team 2
ORD-209394,SHP-00816,BLR,SKU-013,2024-09-10 01:05:02,2024-09-10 02:17:52,2024-09-10 03:36:33,2024-09-10 04:55:14,2024-09-10 07:06:07,2024-09-10 07:06:07,Shift B,Team 2
ORD-116538,SHP-00817,MUM,SKU-010,2025-01-03 00:46:01,2025-01-03 02:03:13,2025-01-03 04:23:02,2025-01-03 06:42:51,2025-01-03 07:22:16,2025-01-03 06:54:16,Shift B,Team 1
ORD-512038,SHP-00818,BLR,SKU-012,2024-10-16 01:18:38,2024-10-16 02:37:35,2024-10-16 04:02:52,2024-10-16 05:28:09,2024-10-16 09:17:53,2024-10-16 09:06:53,Shift A,Team 3
ORD-380308,SHP-00819,MUM,SKU-018,2024-11-14 01:08:44,2024-11-14 03:28:55,2024-11-14 05:25:15,2024-11-14 07:21:35,2024-11-14 08:23:39,2024-11-14 08:05:39,Shift C,Team 2
ORD-619855,SHP-00820,MUM,SKU-027,2025-01-03 01:01:25,2025-01-03 03:05:24,2025-01-03 05:01:46,2025-01-03 06:58:08,2025-01-03 09:03:40,2025-01-03 08:33:40,Shift A,Team 1
ORD-316227,SHP-00821,BLR,SKU-026,2025-02-04 00:55:15,2025-02-04 02:54:32,2025-02-04 04:43:10,2025-02-04 06:31:48,2025-02-04 08:57:27,2025-02-04 08:46:27,Shift B,Team 3
ORD-166025,SHP-00822,DEL,SKU-013,2024-12-02 01:20:38,2024-12-02 02:52:44,2024-12-02 04:19:57,2024-12-02 05:47:10,2024-12-02 07:25:56,2024-12-02 07:04:56,Shift A,Team 3
ORD-656495,SHP-00823,BLR,SKU-026,2024-09-10 01:11:48,2024-09-10 03:23:02,2024-09-10 05:04:45,2024-09-10 06:46:29,2024-09-10 08:18:18,2024-09-10 08:12:18,Shift B,Team 2
ORD-815968,SHP-00824,DEL,SKU-024,2024-12-06 01:12:47,2024-12-06 03:09:25,2024-12-06 04:49:57,2024-12-06 06:30:28,2024-12-06 09:58:20,2024-12-06 09:42:20,Shift A,Team 3
ORD-279005,SHP-00825,MUM,SKU-007,2025-01-17 01:01:45,2025-01-17 02:57:15,2025-01-17 04:20:56,2025-01-17 05:44:37,2025-01-17 08:34:42,2025-01-17 08:14:42,Shift A,Team 2
ORD-991070,SHP-00826,MUM,SKU-013,2024-09-26 01:18:10,2024-09-26 02:21:35,2024-09-26 04:15:52,2024-09-26 06:10:10,2024-09-26 08:49:17,2024-09-26 13:02:41,Shift C,Team 3
ORD-120562,SHP-00827,BLR,SKU-023,2024-11-02 01:01:04,2024-11-02 02:20:39,2024-11-02 03:39:40,2024-11-02 04:58:41,2024-11-02 07:04:06,2024-11-02 06:45:06,Shift C,Team 2
ORD-435571,SHP-00828,MUM,SKU-021,2025-02-12 01:00:35,2025-02-12 03:08:46,2025-02-12 05:22:57,2025-02-12 07:37:08,2025-02-12 08:02:10,2025-02-12 08:00:10,Shift C,Team 1
ORD-505041,SHP-00829,BLR,SKU-024,2025-01-24 01:10:51,2025-01-24 03:16:19,2025-01-24 04:27:49,2025-01-24 05:39:19,2025-01-24 08:18:27,2025-01-24 07:55:27,Shift A,Team 2
ORD-736842,SHP-00830,BLR,SKU-021,2025-01-04 01:08:57,2025-01-04 02:45:23,2025-01-04 04:45:47,2025-01-04 06:46:11,2025-01-04 08:56:19,2025-01-04 08:47:19,Shift B,Team 2
ORD-379964,SHP-00831,DEL,SKU-006,2024-09-20 00:59:39,2024-09-20 02:42:02,2024-09-20 05:00:25,2024-09-20 07:18:47,2024-09-20 08:43:51,2024-09-20 08:36:51,Shift B,Team 3
ORD-688438,SHP-00832,BLR,SKU-004,2025-01-19 00:38:32,2025-01-19 02:31:03,2025-01-19 04:36:14,2025-01-19 06:41:24,2025-01-19 09:11:31,2025-01-19 09:01:31,Shift C,Team 1
ORD-186178,SHP-00833,BLR,SKU-017,2024-11-14 00:41:06,2024-11-14 01:54:18,2024-11-14 03:36:34,2024-11-14 05:18:51,2024-11-14 07:18:34,2024-11-14 06:54:34,Shift C,Team 3
ORD-204915,SHP-00834,DEL,SKU-005,2024-12-31 00:54:01,2024-12-31 03:15:42,2024-12-31 04:55:27,2024-12-31 06:35:13,2024-12-31 09:01:47,2024-12-31 08:42:47,Shift C,Team 3
ORD-492843,SHP-00835,BLR,SKU-018,2024-09-25 01:06:13,2024-09-25 03:01:34,2024-09-25 05:24:06,2024-09-25 07:46:37,2024-09-25 07:36:11,2024-09-25 07:26:11,Shift B,Team 1
ORD-821412,SHP-00836,MUM,SKU-009,2024-12-04 01:17:16,2024-12-04 02:43:00,2024-12-04 04:15:37,2024-12-04 05:48:13,2024-12-04 08:57:31,2024-12-04 08:42:31,Shift B,Team 2
ORD-733355,SHP-00837,MUM,SKU-011,2025-01-23 00:33:29,2025-01-23 02:17:38,2025-01-23 03:20:27,2025-01-23 04:23:16,2025-01-23 09:33:23,2025-01-23 09:29:23,Shift A,Team 2
ORD-550304,SHP-00838,MUM,SKU-030,2024-09-01 01:14:10,2024-09-01 03:39:13,2024-09-01 06:03:49,2024-09-01 08:28:25,2024-09-01 08:07:41,2024-09-01 08:02:41,Shift B,Team 3
ORD-896220,SHP-00839,DEL,SKU-008,2024-12-22 00:51:03,2024-12-22 02:26:12,2024-12-22 04:37:43,2024-12-22 06:49:15,2024-12-22 09:06:48,2024-12-22 08:36:48,Shift C,Team 1
ORD-452682,SHP-00840,BLR,SKU-023,2024-10-25 01:13:46,2024-10-25 02:39:26,2024-10-25 04:24:53,2024-10-25 06:10:20,2024-10-25 07:38:29,2024-10-25 10:29:05,Shift C,Team 3
ORD-566554,SHP-00841,BLR,SKU-024,2024-10-16 00:53:29,2024-10-16 03:05:12,2024-10-16 04:57:26,2024-10-16 06:49:39,2024-10-16 07:01:52,2024-10-16 06:48:52,Shift B,Team 2
ORD-710637,SHP-00842,DEL,SKU-010,2024-12-02 00:53:46,2024-12-02 03:21:05,2024-12-02 04:23:09,2024-12-02 05:25:13,2024-12-02 09:55:42,2024-12-02 09:42:42,Shift A,Team 2
ORD-417710,SHP-00843,DEL,SKU-019,2024-12-11 00:48:34,2024-12-11 03:11:43,2024-12-11 04:51:59,2024-12-11 06:32:14,2024-12-11 09:39:34,2024-12-11 09:33:34,Shift C,Team 3
ORD-842772,SHP-00844,MUM,SKU-023,2024-09-10 01:09:52,2024-09-10 02:56:08,2024-09-10 04:51:24,2024-09-10 06:46:39,2024-09-10 07:50:17,2024-09-10 07:37:17,Shift A,Team 3
ORD-903036,SHP-00845,DEL,SKU-020,2024-11-20 01:17:41,2024-11-20 03:28:31,2024-11-20 05:23:59,2024-11-20 07:19:27,2024-11-20 07:35:36,2024-11-20 07:22:36,Shift B,Team 3
ORD-206795,SHP-00846,BLR,SKU-022,2024-09-04 00:47:33,2024-09-04 03:11:57,2024-09-04 05:15:36,2024-09-04 07:19:15,2024-09-04 08:54:55,2024-09-04 08:54:55,Shift B,Team 2
ORD-247706,SHP-00847,MUM,SKU-027,2025-02-03 00:47:08,2025-02-03 02:54:44,2025-02-03 05:08:03,2025-02-03 07:21:22,2025-02-03 08:15:19,2025-02-03 13:21:00,Shift C,Team 1
